index,cluster,true_label,mapped_label
0,1,5,2
1,5,1,3
2,3,6,6
3,5,1,3
4,4,6,1
5,0,3,5
6,3,4,6
7,0,1,5
8,0,3,5
9,1,5,2
10,4,4,1
11,1,6,2
12,2,2,4
13,5,5,3
14,1,5,2
15,4,6,1
16,2,2,4
17,4,6,1
18,3,6,6
19,0,1,5
20,2,4,4
21,4,5,1
22,1,6,2
23,1,6,2
24,4,5,1
25,0,1,5
26,3,6,6
27,4,6,1
28,5,1,3
29,3,6,6
30,1,6,2
31,5,1,3
32,0,1,5
33,0,1,5
34,1,5,2
35,5,1,3
36,3,4,6
37,5,1,3
38,3,5,6
39,2,2,4
40,2,3,4
41,5,4,3
42,4,5,1
43,5,1,3
44,5,1,3
45,2,4,4
46,5,1,3
47,0,3,5
48,1,5,2
49,0,1,5
50,2,2,4
51,1,5,2
52,4,6,1
53,5,5,3
54,4,4,1
55,5,1,3
56,0,1,5
57,2,2,4
58,0,1,5
59,5,1,3
60,5,1,3
61,2,2,4
62,5,5,3
63,5,1,3
64,5,1,3
65,2,3,4
66,5,1,3
67,0,3,5
68,5,1,3
69,3,5,6
70,5,1,3
71,0,1,5
72,4,6,1
73,2,3,4
74,2,2,4
75,2,2,4
76,1,6,2
77,1,5,2
78,3,6,6
79,2,2,4
80,5,1,3
81,5,1,3
82,2,2,4
83,5,1,3
84,2,3,4
85,1,5,2
86,2,3,4
87,5,5,3
88,0,1,5
89,4,6,1
90,2,4,4
91,2,2,4
92,2,3,4
93,2,2,4
94,2,2,4
95,5,1,3
96,1,6,2
97,0,3,5
98,3,4,6
99,3,4,6
100,2,2,4
101,0,1,5
102,5,1,3
103,2,2,4
104,4,6,1
105,3,6,6
106,5,4,3
107,3,4,6
108,2,2,4
109,5,1,3
110,0,1,5
111,4,6,1
112,1,4,2
113,2,2,4
114,3,4,6
115,4,6,1
116,4,6,1
117,1,4,2
118,2,2,4
119,1,6,2
120,0,1,5
121,2,5,4
122,2,2,4
123,2,2,4
124,3,5,6
125,5,1,3
126,0,1,5
127,5,1,3
128,2,3,4
129,1,4,2
130,2,2,4
131,3,4,6
132,0,3,5
133,5,1,3
134,5,1,3
135,1,5,2
136,0,1,5
137,1,4,2
