index,cluster,true_label,mapped_label
0,4,5,5
1,4,1,5
2,5,6,3
3,4,1,5
4,3,6,1
5,4,3,5
6,0,4,4
7,4,1,5
8,4,3,5
9,5,5,3
10,1,4,2
11,3,6,1
12,2,2,6
13,1,5,2
14,4,5,5
15,3,6,1
16,2,2,6
17,5,6,3
18,0,6,4
19,4,1,5
20,1,4,2
21,3,5,1
22,3,6,1
23,5,6,3
24,5,5,3
25,4,1,5
26,5,6,3
27,0,6,4
28,4,1,5
29,5,6,3
30,0,6,4
31,4,1,5
32,4,1,5
33,4,1,5
34,1,5,2
35,4,1,5
36,5,4,3
37,4,1,5
38,3,5,1
39,2,2,6
40,2,3,6
41,5,4,3
42,4,5,5
43,4,1,5
44,4,1,5
45,5,4,3
46,4,1,5
47,4,3,5
48,5,5,3
49,4,1,5
50,2,2,6
51,0,5,4
52,0,6,4
53,0,5,4
54,0,4,4
55,4,1,5
56,4,1,5
57,2,2,6
58,4,1,5
59,4,1,5
60,4,1,5
61,2,2,6
62,4,5,5
63,4,1,5
64,4,1,5
65,2,3,6
66,4,1,5
67,4,3,5
68,4,1,5
69,5,5,3
70,4,1,5
71,4,1,5
72,3,6,1
73,2,3,6
74,2,2,6
75,2,2,6
76,3,6,1
77,3,5,1
78,5,6,3
79,2,2,6
80,4,1,5
81,4,1,5
82,2,2,6
83,4,1,5
84,2,3,6
85,3,5,1
86,2,3,6
87,4,5,5
88,4,1,5
89,3,6,1
90,1,4,2
91,2,2,6
92,2,3,6
93,2,2,6
94,2,2,6
95,4,1,5
96,5,6,3
97,4,3,5
98,1,4,2
99,5,4,3
100,2,2,6
101,4,1,5
102,4,1,5
103,2,2,6
104,3,6,1
105,5,6,3
106,5,4,3
107,1,4,2
108,2,2,6
109,4,1,5
110,4,1,5
111,3,6,1
112,1,4,2
113,2,2,6
114,0,4,4
115,0,6,4
116,3,6,1
117,4,4,5
118,2,2,6
119,5,6,3
120,4,1,5
121,0,5,4
122,2,2,6
123,2,2,6
124,0,5,4
125,4,1,5
126,4,1,5
127,4,1,5
128,2,3,6
129,0,4,4
130,2,2,6
131,0,4,4
132,4,3,5
133,4,1,5
134,4,1,5
135,5,5,3
136,4,1,5
137,3,4,1
