index,cluster,true_label,mapped_label
0,2,1,3
1,0,4,4
2,1,5,1
3,0,6,4
4,0,3,4
5,0,6,4
6,4,2,5
7,3,3,2
8,1,5,1
9,0,3,4
10,3,1,2
11,1,6,1
12,0,4,4
13,3,1,2
14,5,2,6
15,0,5,4
16,3,3,2
17,0,5,4
18,5,1,6
19,4,2,5
20,2,1,3
21,0,5,4
22,1,5,1
23,5,2,6
24,0,4,4
25,1,4,1
26,5,2,6
27,0,6,4
28,0,4,4
29,3,1,2
30,1,4,1
31,2,1,3
32,0,5,4
33,5,1,6
34,3,1,2
35,5,1,6
36,5,1,6
37,5,2,6
38,3,1,2
39,4,2,5
40,2,1,3
41,0,5,4
42,0,3,4
43,5,2,6
44,3,3,2
45,4,2,5
46,0,4,4
47,2,1,3
48,0,5,4
49,1,5,1
50,1,5,1
51,1,6,1
52,2,1,3
53,3,1,2
54,0,3,4
55,3,1,2
56,0,5,4
57,0,3,4
58,1,6,1
59,5,2,6
60,4,2,5
61,0,6,4
62,4,2,5
63,0,4,4
64,3,3,2
65,0,5,4
66,2,1,3
67,0,5,4
68,5,1,6
69,4,2,5
70,0,6,4
71,0,5,4
72,3,1,2
73,0,5,4
74,1,4,1
75,5,1,6
76,3,3,2
77,2,1,3
78,3,1,2
79,0,6,4
80,0,6,4
81,0,5,4
82,0,4,4
83,5,2,6
84,0,6,4
85,5,2,6
86,1,6,1
87,0,5,4
88,1,4,1
89,1,4,1
90,2,1,3
91,0,4,4
92,2,1,3
93,3,1,2
94,5,2,6
95,0,5,4
96,3,1,2
97,1,6,1
98,1,6,1
99,0,5,4
100,2,1,3
101,0,4,4
102,1,3,1
103,5,1,6
104,1,5,1
105,2,1,3
106,1,6,1
107,5,2,6
108,4,2,5
109,0,5,4
110,1,4,1
111,3,1,2
112,4,2,5
113,2,1,3
114,3,3,2
115,3,1,2
116,0,5,4
117,0,4,4
118,0,6,4
119,0,5,4
120,0,3,4
121,0,5,4
122,0,3,4
123,0,6,4
124,0,6,4
125,1,4,1
126,3,3,2
127,3,3,2
128,3,3,2
129,5,1,6
130,0,4,4
131,0,6,4
132,5,1,6
133,4,2,5
134,0,6,4
135,5,2,6
136,1,4,1
137,1,4,1
138,0,4,4
139,2,1,3
140,0,5,4
141,5,1,6
142,4,2,5
143,2,1,3
144,3,1,2
145,2,1,3
146,0,5,4
147,0,4,4
148,5,2,6
149,2,1,3
150,4,2,5
151,3,3,2
152,5,2,6
153,5,1,6
154,5,1,6
155,3,3,2
156,0,4,4
157,3,3,2
158,2,3,3
159,0,6,4
160,0,6,4
161,5,1,6
162,3,1,2
163,4,2,5
164,5,2,6
165,1,5,1
166,0,5,4
167,3,1,2
168,1,5,1
169,3,3,2
170,0,3,4
171,3,3,2
172,1,4,1
173,4,2,5
174,3,3,2
175,1,6,1
176,0,5,4
177,0,6,4
178,5,1,6
179,0,4,4
180,3,1,2
181,1,5,1
182,5,1,6
183,4,2,5
184,0,6,4
185,5,2,6
186,1,6,1
187,4,2,5
188,3,1,2
189,4,2,5
190,0,5,4
191,2,1,3
192,0,5,4
193,4,2,5
194,1,6,1
195,0,6,4
196,2,1,3
197,5,1,6
198,0,6,4
199,1,4,1
200,2,1,3
201,1,5,1
202,1,6,1
203,0,6,4
204,3,3,2
205,3,3,2
206,1,4,1
207,2,1,3
208,0,4,4
209,0,6,4
210,5,1,6
211,0,6,4
212,1,6,1
213,0,6,4
214,3,1,2
215,4,2,5
216,5,2,6
217,3,3,2
218,3,5,2
219,4,2,5
220,1,5,1
221,3,3,2
222,0,3,4
223,2,1,3
224,2,1,3
225,2,1,3
226,1,4,1
227,2,1,3
228,3,1,2
229,3,3,2
230,3,1,2
231,3,1,2
232,3,3,2
233,2,3,3
234,2,1,3
235,0,6,4
236,2,1,3
237,0,4,4
238,0,5,4
239,3,1,2
240,0,4,4
241,5,1,6
242,0,3,4
243,0,6,4
244,4,2,5
245,2,1,3
246,1,5,1
247,0,3,4
248,0,5,4
249,3,3,2
250,3,3,2
251,0,4,4
252,2,3,3
253,5,2,6
254,1,4,1
255,5,1,6
256,5,2,6
257,0,4,4
258,2,1,3
259,3,1,2
260,1,5,1
261,3,1,2
262,3,3,2
263,1,6,1
264,1,4,1
265,0,6,4
266,0,4,4
267,4,2,5
268,0,4,4
269,0,6,4
270,4,2,5
271,0,4,4
272,3,1,2
273,0,5,4
274,4,2,5
275,2,1,3
276,5,1,6
