index,cluster,true_label,mapped_label
0,0,1,1
1,1,4,5
2,1,5,5
3,1,6,5
4,0,3,1
5,1,6,5
6,0,3,1
7,1,5,5
8,0,3,1
9,0,1,1
10,1,6,5
11,1,4,5
12,0,1,1
13,1,5,5
14,0,3,1
15,1,5,5
16,0,1,1
17,0,1,1
18,1,5,5
19,1,5,5
20,1,4,5
21,1,4,5
22,1,6,5
23,1,4,5
24,0,1,1
25,1,4,5
26,0,1,1
27,1,5,5
28,0,1,1
29,0,1,1
30,0,1,1
31,0,1,1
32,0,1,1
33,0,1,1
34,1,5,5
35,0,3,1
36,0,3,1
37,1,4,5
38,0,1,1
39,1,5,5
40,1,5,5
41,1,5,5
42,1,6,5
43,0,1,1
44,0,1,1
45,0,3,1
46,0,1,1
47,1,5,5
48,0,3,1
49,1,6,5
50,1,6,5
51,1,4,5
52,0,3,1
53,1,5,5
54,0,1,1
55,1,5,5
56,0,1,1
57,1,6,5
58,1,5,5
59,0,1,1
60,1,5,5
61,1,4,5
62,0,1,1
63,0,3,1
64,0,1,1
65,0,1,1
66,1,6,5
67,1,6,5
68,1,5,5
69,1,4,5
70,1,6,5
71,1,6,5
72,1,5,5
73,1,4,5
74,1,4,5
75,0,1,1
76,1,4,5
77,0,1,1
78,0,1,1
79,1,5,5
80,0,1,1
81,1,6,5
82,1,6,5
83,1,5,5
84,0,1,1
85,1,4,5
86,0,3,1
87,0,1,1
88,1,5,5
89,0,1,1
90,1,6,5
91,1,5,5
92,1,4,5
93,0,1,1
94,0,1,1
95,0,3,1
96,0,1,1
97,1,5,5
98,1,4,5
99,1,6,5
100,1,5,5
101,0,3,1
102,1,5,5
103,0,3,1
104,1,6,5
105,1,6,5
106,1,4,5
107,0,3,1
108,0,3,1
109,0,3,1
110,0,1,1
111,1,4,5
112,1,6,5
113,0,1,1
114,1,6,5
115,1,4,5
116,1,4,5
117,1,4,5
118,0,1,1
119,1,5,5
120,0,1,1
121,0,1,1
122,0,1,1
123,0,1,1
124,1,5,5
125,1,4,5
126,0,1,1
127,0,3,1
128,0,1,1
129,0,1,1
130,0,3,1
131,1,4,5
132,0,3,1
133,0,3,1
134,1,6,5
135,1,6,5
136,0,1,1
137,0,1,1
138,1,5,5
139,1,5,5
140,0,1,1
141,1,5,5
142,0,3,1
143,0,3,1
144,0,3,1
145,1,4,5
146,0,3,1
147,1,6,5
148,1,5,5
149,1,6,5
150,0,1,1
151,1,4,5
152,0,1,1
153,1,5,5
154,0,1,1
155,1,6,5
156,1,6,5
157,0,1,1
158,1,5,5
159,0,1,1
160,1,5,5
161,1,6,5
162,1,6,5
163,0,1,1
164,0,1,1
165,1,6,5
166,1,4,5
167,0,1,1
168,1,5,5
169,1,6,5
170,1,6,5
171,0,3,1
172,0,3,1
173,1,4,5
174,0,1,1
175,1,4,5
176,1,6,5
177,0,1,1
178,1,6,5
179,1,6,5
180,1,6,5
181,0,1,1
182,0,3,1
183,1,5,5
184,1,5,5
185,0,3,1
186,0,3,1
187,0,1,1
188,0,1,1
189,0,1,1
190,1,4,5
191,0,1,1
192,0,1,1
193,0,3,1
194,0,1,1
195,0,1,1
196,0,3,1
197,0,3,1
198,0,1,1
199,1,6,5
200,0,1,1
201,1,4,5
202,1,5,5
203,0,1,1
204,1,4,5
205,0,1,1
206,0,3,1
207,1,6,5
208,0,1,1
209,1,5,5
210,0,3,1
211,1,5,5
212,0,3,1
213,0,3,1
214,1,4,5
215,0,3,1
216,1,4,5
217,0,1,1
218,1,4,5
219,0,1,1
220,0,1,1
221,1,5,5
222,0,1,1
223,0,3,1
224,1,6,5
225,1,4,5
226,1,6,5
227,1,4,5
228,1,4,5
229,1,6,5
230,1,4,5
231,0,1,1
232,1,5,5
233,0,1,1
234,0,1,1
