index,cluster,true_label,mapped_label
0,4,5,2
1,2,1,4
2,2,6,4
3,4,1,2
4,1,6,3
5,4,3,2
6,2,4,4
7,4,1,2
8,4,3,2
9,0,5,6
10,5,4,5
11,0,6,6
12,2,2,4
13,0,5,6
14,3,5,1
15,4,6,2
16,5,2,5
17,3,6,1
18,3,6,1
19,4,1,2
20,1,4,3
21,3,5,1
22,1,6,3
23,1,6,3
24,3,5,1
25,4,1,2
26,3,6,1
27,4,6,2
28,4,1,2
29,0,6,6
30,4,6,2
31,4,1,2
32,2,1,4
33,4,1,2
34,3,5,1
35,4,1,2
36,1,4,3
37,2,1,4
38,1,5,3
39,4,2,2
40,4,3,2
41,3,4,1
42,1,5,3
43,4,1,2
44,2,1,4
45,4,4,2
46,4,1,2
47,4,3,2
48,1,5,3
49,4,1,2
50,2,2,4
51,3,5,1
52,1,6,3
53,5,5,5
54,4,4,2
55,4,1,2
56,4,1,2
57,2,2,4
58,4,1,2
59,4,1,2
60,4,1,2
61,5,2,5
62,0,5,6
63,4,1,2
64,4,1,2
65,4,3,2
66,4,1,2
67,4,3,2
68,4,1,2
69,0,5,6
70,4,1,2
71,4,1,2
72,1,6,3
73,4,3,2
74,2,2,4
75,4,2,2
76,1,6,3
77,4,5,2
78,4,6,2
79,4,2,2
80,4,1,2
81,4,1,2
82,4,2,2
83,2,1,4
84,4,3,2
85,2,5,4
86,3,3,1
87,3,5,1
88,4,1,2
89,1,6,3
90,0,4,6
91,5,2,5
92,4,3,2
93,5,2,5
94,5,2,5
95,2,1,4
96,3,6,1
97,2,3,4
98,3,4,1
99,3,4,1
100,5,2,5
101,4,1,2
102,4,1,2
103,5,2,5
104,1,6,3
105,0,6,6
106,3,4,1
107,2,4,4
108,5,2,5
109,4,1,2
110,4,1,2
111,0,6,6
112,1,4,3
113,2,2,4
114,0,4,6
115,4,6,2
116,4,6,2
117,3,4,1
118,4,2,2
119,1,6,3
120,4,1,2
121,1,5,3
122,5,2,5
123,2,2,4
124,1,5,3
125,4,1,2
126,4,1,2
127,4,1,2
128,2,3,4
129,0,4,6
130,4,2,2
131,1,4,3
132,4,3,2
133,2,1,4
134,4,1,2
135,0,5,6
136,4,1,2
137,3,4,1
