index,cluster,true_label,mapped_label
0,0,1,5
1,1,4,3
2,1,5,3
3,1,6,3
4,2,3,1
5,4,6,2
6,5,2,6
7,2,3,1
8,1,5,3
9,3,3,4
10,0,1,5
11,4,6,2
12,1,4,3
13,0,1,5
14,5,2,6
15,1,5,3
16,2,3,1
17,1,5,3
18,0,1,5
19,5,2,6
20,0,1,5
21,1,5,3
22,4,5,2
23,5,2,6
24,4,4,2
25,1,4,3
26,5,2,6
27,4,6,2
28,1,4,3
29,0,1,5
30,1,4,3
31,0,1,5
32,1,5,3
33,3,1,4
34,3,1,4
35,5,1,6
36,0,1,5
37,5,2,6
38,3,1,4
39,5,2,6
40,3,1,4
41,1,5,3
42,2,3,1
43,5,2,6
44,2,3,1
45,5,2,6
46,1,4,3
47,3,1,4
48,1,5,3
49,4,5,2
50,1,5,3
51,1,6,3
52,0,1,5
53,0,1,5
54,2,3,1
55,3,1,4
56,1,5,3
57,2,3,1
58,1,6,3
59,5,2,6
60,5,2,6
61,4,6,2
62,5,2,6
63,4,4,2
64,2,3,1
65,1,5,3
66,0,1,5
67,1,5,3
68,0,1,5
69,5,2,6
70,1,6,3
71,1,5,3
72,3,1,4
73,1,5,3
74,1,4,3
75,0,1,5
76,2,3,1
77,0,1,5
78,0,1,5
79,1,6,3
80,1,6,3
81,1,5,3
82,1,4,3
83,5,2,6
84,1,6,3
85,5,2,6
86,1,6,3
87,4,5,2
88,4,4,2
89,1,4,3
90,0,1,5
91,4,4,2
92,0,1,5
93,3,1,4
94,5,2,6
95,1,5,3
96,0,1,5
97,1,6,3
98,1,6,3
99,1,5,3
100,0,1,5
101,4,4,2
102,2,3,1
103,0,1,5
104,1,5,3
105,0,1,5
106,1,6,3
107,5,2,6
108,5,2,6
109,4,5,2
110,4,4,2
111,3,1,4
112,5,2,6
113,3,1,4
114,2,3,1
115,0,1,5
116,4,5,2
117,1,4,3
118,1,6,3
119,1,5,3
120,2,3,1
121,1,5,3
122,2,3,1
123,4,6,2
124,4,6,2
125,1,4,3
126,2,3,1
127,2,3,1
128,2,3,1
129,3,1,4
130,4,4,2
131,4,6,2
132,3,1,4
133,5,2,6
134,1,6,3
135,5,2,6
136,4,4,2
137,4,4,2
138,4,4,2
139,0,1,5
140,4,5,2
141,0,1,5
142,5,2,6
143,0,1,5
144,0,1,5
145,3,1,4
146,1,5,3
147,1,4,3
148,5,2,6
149,3,1,4
150,5,2,6
151,3,3,4
152,5,2,6
153,0,1,5
154,0,1,5
155,2,3,1
156,4,4,2
157,2,3,1
158,2,3,1
159,1,6,3
160,4,6,2
161,0,1,5
162,0,1,5
163,5,2,6
164,5,2,6
165,4,5,2
166,4,5,2
167,3,1,4
168,1,5,3
169,2,3,1
170,2,3,1
171,2,3,1
172,4,4,2
173,5,2,6
174,3,3,4
175,4,6,2
176,1,5,3
177,4,6,2
178,0,1,5
179,4,4,2
180,0,1,5
181,4,5,2
182,3,1,4
183,5,2,6
184,1,6,3
185,5,2,6
186,1,6,3
187,5,2,6
188,2,1,1
189,5,2,6
190,1,5,3
191,0,1,5
192,1,5,3
193,5,2,6
194,1,6,3
195,4,6,2
196,3,1,4
197,0,1,5
198,4,6,2
199,1,4,3
200,3,1,4
201,1,5,3
202,1,6,3
203,4,6,2
204,2,3,1
205,2,3,1
206,1,4,3
207,0,1,5
208,1,4,3
209,4,6,2
210,3,1,4
211,4,6,2
212,4,6,2
213,1,6,3
214,0,1,5
215,5,2,6
216,5,2,6
217,5,3,6
218,1,5,3
219,5,2,6
220,4,5,2
221,2,3,1
222,3,3,4
223,0,1,5
224,0,1,5
225,0,1,5
226,1,4,3
227,3,1,4
228,0,1,5
229,2,3,1
230,0,1,5
231,0,1,5
232,2,3,1
233,2,3,1
234,3,1,4
235,1,6,3
236,3,1,4
237,1,4,3
238,4,5,2
239,3,1,4
240,1,4,3
241,0,1,5
242,2,3,1
243,4,6,2
244,5,2,6
245,0,1,5
246,1,5,3
247,2,3,1
248,1,5,3
249,5,3,6
250,2,3,1
251,4,4,2
252,2,3,1
253,5,2,6
254,4,4,2
255,0,1,5
256,5,2,6
257,4,4,2
258,0,1,5
259,3,1,4
260,4,5,2
261,3,1,4
262,2,3,1
263,1,6,3
264,1,4,3
265,1,6,3
266,4,4,2
267,5,2,6
268,1,4,3
269,1,6,3
270,5,2,6
271,1,4,3
272,3,1,4
273,1,5,3
274,5,2,6
275,3,1,4
276,0,1,5
