index,cluster,true_label,mapped_label
0,3,1,4
1,3,4,4
2,3,5,4
3,5,6,5
4,1,3,2
5,0,6,3
6,2,2,1
7,2,3,1
8,2,5,1
9,1,3,2
10,3,1,4
11,4,6,6
12,5,4,5
13,3,1,4
14,2,2,1
15,5,5,5
16,1,3,2
17,0,5,3
18,3,1,4
19,2,2,1
20,3,1,4
21,5,5,5
22,3,5,4
23,2,2,1
24,0,4,3
25,4,4,6
26,2,2,1
27,0,6,3
28,5,4,5
29,3,1,4
30,2,4,1
31,3,1,4
32,4,5,6
33,1,1,2
34,1,1,2
35,2,1,1
36,3,1,4
37,2,2,1
38,1,1,2
39,2,2,1
40,1,1,2
41,5,5,5
42,1,3,2
43,2,2,1
44,1,3,2
45,2,2,1
46,0,4,3
47,1,1,2
48,5,5,5
49,5,5,5
50,1,5,2
51,5,6,5
52,3,1,4
53,3,1,4
54,1,3,2
55,1,1,2
56,5,5,5
57,1,3,2
58,4,6,6
59,2,2,1
60,2,2,1
61,4,6,6
62,2,2,1
63,0,4,3
64,2,3,1
65,5,5,5
66,3,1,4
67,5,5,5
68,3,1,4
69,2,2,1
70,5,6,5
71,5,5,5
72,1,1,2
73,5,5,5
74,5,4,5
75,3,1,4
76,1,3,2
77,3,1,4
78,3,1,4
79,5,6,5
80,5,6,5
81,5,5,5
82,5,4,5
83,2,2,1
84,5,6,5
85,2,2,1
86,5,6,5
87,4,5,6
88,0,4,3
89,2,4,1
90,3,1,4
91,4,4,6
92,3,1,4
93,3,1,4
94,2,2,1
95,4,5,6
96,3,1,4
97,5,6,5
98,5,6,5
99,4,5,6
100,3,1,4
101,4,4,6
102,1,3,2
103,3,1,4
104,4,5,6
105,3,1,4
106,5,6,5
107,2,2,1
108,2,2,1
109,5,5,5
110,0,4,3
111,1,1,2
112,2,2,1
113,1,1,2
114,1,3,2
115,3,1,4
116,3,5,4
117,5,4,5
118,5,6,5
119,0,5,3
120,1,3,2
121,0,5,3
122,1,3,2
123,0,6,3
124,0,6,3
125,3,4,4
126,2,3,1
127,1,3,2
128,1,3,2
129,3,1,4
130,4,4,6
131,4,6,6
132,1,1,2
133,2,2,1
134,4,6,6
135,2,2,1
136,4,4,6
137,5,4,5
138,4,4,6
139,3,1,4
140,0,5,3
141,3,1,4
142,2,2,1
143,3,1,4
144,3,1,4
145,1,1,2
146,4,5,6
147,0,4,3
148,2,2,1
149,1,1,2
150,2,2,1
151,1,3,2
152,2,2,1
153,3,1,4
154,3,1,4
155,2,3,1
156,4,4,6
157,1,3,2
158,1,3,2
159,5,6,5
160,0,6,3
161,3,1,4
162,3,1,4
163,2,2,1
164,2,2,1
165,0,5,3
166,3,5,4
167,3,1,4
168,3,5,4
169,1,3,2
170,1,3,2
171,1,3,2
172,4,4,6
173,2,2,1
174,1,3,2
175,4,6,6
176,5,5,5
177,0,6,3
178,3,1,4
179,0,4,3
180,3,1,4
181,4,5,6
182,1,1,2
183,2,2,1
184,4,6,6
185,2,2,1
186,5,6,5
187,2,2,1
188,1,1,2
189,2,2,1
190,0,5,3
191,3,1,4
192,5,5,5
193,2,2,1
194,5,6,5
195,4,6,6
196,1,1,2
197,3,1,4
198,0,6,3
199,4,4,6
200,1,1,2
201,3,5,4
202,0,6,3
203,0,6,3
204,2,3,1
205,1,3,2
206,4,4,6
207,3,1,4
208,5,4,5
209,0,6,3
210,1,1,2
211,0,6,3
212,4,6,6
213,5,6,5
214,3,1,4
215,2,2,1
216,2,2,1
217,2,3,1
218,5,5,5
219,2,2,1
220,0,5,3
221,1,3,2
222,1,3,2
223,3,1,4
224,3,1,4
225,3,1,4
226,5,4,5
227,1,1,2
228,3,1,4
229,2,3,1
230,3,1,4
231,3,1,4
232,1,3,2
233,1,3,2
234,3,1,4
235,4,6,6
236,1,1,2
237,0,4,3
238,0,5,3
239,1,1,2
240,4,4,6
241,3,1,4
242,2,3,1
243,0,6,3
244,2,2,1
245,3,1,4
246,5,5,5
247,1,3,2
248,1,5,2
249,2,3,1
250,1,3,2
251,0,4,3
252,1,3,2
253,2,2,1
254,0,4,3
255,3,1,4
256,2,2,1
257,0,4,3
258,3,1,4
259,3,1,4
260,3,5,4
261,1,1,2
262,1,3,2
263,5,6,5
264,3,4,4
265,5,6,5
266,4,4,6
267,2,2,1
268,1,4,2
269,5,6,5
270,2,2,1
271,0,4,3
272,1,1,2
273,5,5,5
274,2,2,1
275,1,1,2
276,3,1,4
