index,cluster,true_label,mapped_label
0,0,1,3
1,1,4,5
2,5,5,2
3,5,6,2
4,1,3,5
5,5,6,2
6,5,2,2
7,1,3,5
8,5,5,2
9,1,3,5
10,0,1,3
11,4,6,6
12,1,4,5
13,0,1,3
14,2,2,1
15,2,5,1
16,2,3,1
17,5,5,2
18,0,1,3
19,4,2,6
20,0,1,3
21,2,5,1
22,2,5,1
23,1,2,5
24,4,4,6
25,5,4,2
26,2,2,1
27,5,6,2
28,2,4,1
29,0,1,3
30,2,4,1
31,0,1,3
32,5,5,2
33,3,1,4
34,3,1,4
35,0,1,3
36,0,1,3
37,5,2,2
38,3,1,4
39,0,2,3
40,3,1,4
41,5,5,2
42,1,3,5
43,1,2,5
44,5,3,2
45,2,2,1
46,4,4,6
47,3,1,4
48,3,5,4
49,5,5,2
50,4,5,6
51,3,6,4
52,0,1,3
53,0,1,3
54,4,3,6
55,3,1,4
56,2,5,1
57,1,3,5
58,5,6,2
59,4,2,6
60,1,2,5
61,2,6,1
62,0,2,3
63,4,4,6
64,4,3,6
65,4,5,6
66,0,1,3
67,2,5,1
68,0,1,3
69,4,2,6
70,2,6,1
71,5,5,2
72,3,1,4
73,1,5,5
74,4,4,6
75,0,1,3
76,4,3,6
77,0,1,3
78,0,1,3
79,1,6,5
80,1,6,5
81,1,5,5
82,3,4,4
83,1,2,5
84,2,6,1
85,1,2,5
86,2,6,1
87,1,5,5
88,5,4,2
89,4,4,6
90,0,1,3
91,5,4,2
92,0,1,3
93,3,1,4
94,4,2,6
95,5,5,2
96,0,1,3
97,5,6,2
98,4,6,6
99,5,5,2
100,0,1,3
101,2,4,1
102,4,3,6
103,0,1,3
104,2,5,1
105,0,1,3
106,2,6,1
107,4,2,6
108,4,2,6
109,1,5,5
110,0,4,3
111,3,1,4
112,5,2,2
113,3,1,4
114,2,3,1
115,0,1,3
116,5,5,2
117,1,4,5
118,2,6,1
119,4,5,6
120,1,3,5
121,4,5,6
122,1,3,5
123,1,6,5
124,5,6,2
125,1,4,5
126,1,3,5
127,5,3,2
128,1,3,5
129,3,1,4
130,1,4,5
131,1,6,5
132,3,1,4
133,0,2,3
134,1,6,5
135,2,2,1
136,2,4,1
137,4,4,6
138,4,4,6
139,3,1,4
140,2,5,1
141,0,1,3
142,2,2,1
143,0,1,3
144,0,1,3
145,3,1,4
146,5,5,2
147,2,4,1
148,1,2,5
149,3,1,4
150,4,2,6
151,5,3,2
152,1,2,5
153,0,1,3
154,5,1,2
155,4,3,6
156,3,4,4
157,1,3,5
158,2,3,1
159,2,6,1
160,1,6,5
161,0,1,3
162,0,1,3
163,2,2,1
164,2,2,1
165,2,5,1
166,2,5,1
167,3,1,4
168,2,5,1
169,1,3,5
170,1,3,5
171,5,3,2
172,4,4,6
173,1,2,5
174,4,3,6
175,5,6,2
176,2,5,1
177,1,6,5
178,0,1,3
179,1,4,5
180,0,1,3
181,1,5,5
182,3,1,4
183,2,2,1
184,1,6,5
185,2,2,1
186,4,6,6
187,1,2,5
188,4,1,6
189,2,2,1
190,5,5,2
191,0,1,3
192,2,5,1
193,2,2,1
194,4,6,6
195,4,6,6
196,3,1,4
197,0,1,3
198,5,6,2
199,4,4,6
200,3,1,4
201,2,5,1
202,4,6,6
203,2,6,1
204,4,3,6
205,4,3,6
206,1,4,5
207,0,1,3
208,5,4,2
209,1,6,5
210,3,1,4
211,5,6,2
212,5,6,2
213,2,6,1
214,0,1,3
215,4,2,6
216,3,2,4
217,3,3,4
218,2,5,1
219,1,2,5
220,5,5,2
221,2,3,1
222,1,3,5
223,0,1,3
224,0,1,3
225,0,1,3
226,4,4,6
227,3,1,4
228,0,1,3
229,1,3,5
230,0,1,3
231,0,1,3
232,1,3,5
233,1,3,5
234,3,1,4
235,4,6,6
236,3,1,4
237,5,4,2
238,1,5,5
239,3,1,4
240,2,4,1
241,0,1,3
242,4,3,6
243,5,6,2
244,1,2,5
245,0,1,3
246,2,5,1
247,5,3,2
248,2,5,1
249,0,3,3
250,1,3,5
251,1,4,5
252,5,3,2
253,4,2,6
254,4,4,6
255,0,1,3
256,1,2,5
257,2,4,1
258,3,1,4
259,3,1,4
260,4,5,6
261,3,1,4
262,4,3,6
263,4,6,6
264,2,4,1
265,1,6,5
266,2,4,1
267,1,2,5
268,4,4,6
269,1,6,5
270,1,2,5
271,5,4,2
272,3,1,4
273,5,5,2
274,5,2,2
275,3,1,4
276,1,1,5
