index,cluster,true_label,mapped_label
0,0,5,5
1,3,1,1
2,3,6,1
3,4,1,4
4,2,6,2
5,0,3,5
6,1,4,6
7,0,1,5
8,0,3,5
9,1,5,6
10,5,4,3
11,1,6,6
12,3,2,1
13,1,5,6
14,5,5,3
15,2,6,2
16,1,2,6
17,5,6,3
18,5,6,3
19,0,1,5
20,5,4,3
21,2,5,2
22,5,6,3
23,3,6,1
24,5,5,3
25,2,1,2
26,5,6,3
27,2,6,2
28,0,1,5
29,1,6,6
30,0,6,5
31,0,1,5
32,4,1,4
33,0,1,5
34,5,5,3
35,0,1,5
36,5,4,3
37,3,1,1
38,5,5,3
39,4,2,4
40,4,3,4
41,5,4,3
42,2,5,2
43,4,1,4
44,3,1,1
45,5,4,3
46,3,1,1
47,4,3,4
48,4,5,4
49,0,1,5
50,3,2,1
51,5,5,3
52,1,6,6
53,0,5,5
54,3,4,1
55,0,1,5
56,4,1,4
57,3,2,1
58,0,1,5
59,0,1,5
60,4,1,4
61,1,2,6
62,1,5,6
63,0,1,5
64,2,1,2
65,4,3,4
66,0,1,5
67,0,3,5
68,0,1,5
69,1,5,6
70,4,1,4
71,0,1,5
72,0,6,5
73,4,3,4
74,3,2,1
75,2,2,2
76,2,6,2
77,4,5,4
78,4,6,4
79,1,2,6
80,0,1,5
81,0,1,5
82,3,2,1
83,3,1,1
84,4,3,4
85,4,5,4
86,2,3,2
87,5,5,3
88,0,1,5
89,0,6,5
90,1,4,6
91,1,2,6
92,2,3,2
93,1,2,6
94,0,2,5
95,4,1,4
96,5,6,3
97,3,3,1
98,5,4,3
99,5,4,3
100,4,2,4
101,0,1,5
102,0,1,5
103,1,2,6
104,5,6,3
105,1,6,6
106,5,4,3
107,3,4,1
108,0,2,5
109,2,1,2
110,0,1,5
111,0,6,5
112,1,4,6
113,3,2,1
114,1,4,6
115,0,6,5
116,4,6,4
117,5,4,3
118,2,2,2
119,1,6,6
120,0,1,5
121,2,5,2
122,4,2,4
123,3,2,1
124,1,5,6
125,4,1,4
126,0,1,5
127,2,1,2
128,4,3,4
129,1,4,6
130,2,2,2
131,3,4,1
132,0,3,5
133,3,1,1
134,4,1,4
135,1,5,6
136,0,1,5
137,5,4,3
