index,cluster,true_label,mapped_label
0,2,1,2
1,5,4,6
2,5,5,6
3,0,6,3
4,4,3,4
5,5,6,6
6,3,2,1
7,1,3,5
8,0,5,3
9,4,3,4
10,2,1,2
11,0,6,3
12,0,4,3
13,2,1,2
14,3,2,1
15,0,5,3
16,1,3,5
17,0,5,3
18,4,1,4
19,3,2,1
20,2,1,2
21,0,5,3
22,0,5,3
23,4,2,4
24,5,4,6
25,0,4,3
26,3,2,1
27,5,6,6
28,0,4,3
29,4,1,4
30,0,4,3
31,4,1,4
32,0,5,3
33,4,1,4
34,4,1,4
35,4,1,4
36,4,1,4
37,3,2,1
38,2,1,2
39,3,2,1
40,2,1,2
41,0,5,3
42,0,3,3
43,3,2,1
44,1,3,5
45,3,2,1
46,5,4,6
47,2,1,2
48,5,5,6
49,0,5,3
50,5,5,6
51,0,6,3
52,4,1,4
53,2,1,2
54,4,3,4
55,4,1,4
56,5,5,6
57,4,3,4
58,0,6,3
59,3,2,1
60,3,2,1
61,5,6,6
62,3,2,1
63,5,4,6
64,1,3,5
65,5,5,6
66,2,1,2
67,0,5,3
68,4,1,4
69,3,2,1
70,1,6,5
71,5,5,6
72,4,1,4
73,0,5,3
74,0,4,3
75,4,1,4
76,1,3,5
77,2,1,2
78,4,1,4
79,5,6,6
80,5,6,6
81,0,5,3
82,5,4,6
83,3,2,1
84,5,6,6
85,4,2,4
86,0,6,3
87,5,5,6
88,5,4,6
89,0,4,3
90,2,1,2
91,5,4,6
92,2,1,2
93,4,1,4
94,3,2,1
95,0,5,3
96,4,1,4
97,0,6,3
98,0,6,3
99,5,5,6
100,2,1,2
101,0,4,3
102,0,3,3
103,4,1,4
104,5,5,6
105,2,1,2
106,0,6,3
107,4,2,4
108,3,2,1
109,0,5,3
110,5,4,6
111,4,1,4
112,3,2,1
113,2,1,2
114,1,3,5
115,2,1,2
116,5,5,6
117,5,4,6
118,5,6,6
119,5,5,6
120,4,3,4
121,5,5,6
122,1,3,5
123,5,6,6
124,0,6,3
125,0,4,3
126,1,3,5
127,1,3,5
128,1,3,5
129,4,1,4
130,5,4,6
131,5,6,6
132,4,1,4
133,3,2,1
134,5,6,6
135,4,2,4
136,0,4,3
137,0,4,3
138,0,4,3
139,2,1,2
140,0,5,3
141,4,1,4
142,3,2,1
143,4,1,4
144,2,1,2
145,2,1,2
146,5,5,6
147,5,4,6
148,4,2,4
149,2,1,2
150,3,2,1
151,1,3,5
152,3,2,1
153,4,1,4
154,4,1,4
155,1,3,5
156,5,4,6
157,1,3,5
158,1,3,5
159,0,6,3
160,5,6,6
161,4,1,4
162,4,1,4
163,3,2,1
164,4,2,4
165,0,5,3
166,0,5,3
167,4,1,4
168,1,5,5
169,1,3,5
170,4,3,4
171,1,3,5
172,0,4,3
173,3,2,1
174,1,3,5
175,5,6,6
176,0,5,3
177,5,6,6
178,4,1,4
179,5,4,6
180,4,1,4
181,0,5,3
182,4,1,4
183,3,2,1
184,5,6,6
185,3,2,1
186,0,6,3
187,3,2,1
188,4,1,4
189,3,2,1
190,0,5,3
191,2,1,2
192,5,5,6
193,3,2,1
194,0,6,3
195,0,6,3
196,2,1,2
197,4,1,4
198,0,6,3
199,5,4,6
200,2,1,2
201,0,5,3
202,0,6,3
203,5,6,6
204,1,3,5
205,1,3,5
206,5,4,6
207,2,1,2
208,0,4,3
209,5,6,6
210,4,1,4
211,0,6,3
212,0,6,3
213,5,6,6
214,4,1,4
215,3,2,1
216,4,2,4
217,1,3,5
218,5,5,6
219,3,2,1
220,0,5,3
221,1,3,5
222,4,3,4
223,2,1,2
224,2,1,2
225,2,1,2
226,0,4,3
227,2,1,2
228,2,1,2
229,1,3,5
230,2,1,2
231,4,1,4
232,1,3,5
233,1,3,5
234,2,1,2
235,5,6,6
236,2,1,2
237,5,4,6
238,0,5,3
239,2,1,2
240,0,4,3
241,4,1,4
242,4,3,4
243,0,6,3
244,3,2,1
245,2,1,2
246,5,5,6
247,4,3,4
248,5,5,6
249,1,3,5
250,1,3,5
251,5,4,6
252,1,3,5
253,3,2,1
254,0,4,3
255,4,1,4
256,4,2,4
257,5,4,6
258,2,1,2
259,4,1,4
260,0,5,3
261,4,1,4
262,1,3,5
263,0,6,3
264,5,4,6
265,0,6,3
266,0,4,3
267,3,2,1
268,0,4,3
269,5,6,6
270,3,2,1
271,5,4,6
272,2,1,2
273,5,5,6
274,3,2,1
275,4,1,4
276,4,1,4
