index,cluster,true_label,mapped_label
0,4,1,5
1,0,4,6
2,0,5,6
3,0,6,6
4,2,3,2
5,1,6,3
6,3,2,1
7,2,3,2
8,0,5,6
9,2,3,2
10,4,1,5
11,1,6,3
12,0,4,6
13,4,1,5
14,3,2,1
15,0,5,6
16,2,3,2
17,0,5,6
18,4,1,5
19,3,2,1
20,4,1,5
21,0,5,6
22,1,5,3
23,3,2,1
24,1,4,3
25,0,4,6
26,3,2,1
27,1,6,3
28,0,4,6
29,4,1,5
30,0,4,6
31,4,1,5
32,0,5,6
33,5,1,4
34,5,1,4
35,2,1,2
36,4,1,5
37,3,2,1
38,5,1,4
39,3,2,1
40,5,1,4
41,0,5,6
42,2,3,2
43,3,2,1
44,2,3,2
45,3,2,1
46,0,4,6
47,5,1,4
48,0,5,6
49,1,5,3
50,0,5,6
51,0,6,6
52,4,1,5
53,4,1,5
54,2,3,2
55,5,1,4
56,0,5,6
57,2,3,2
58,1,6,3
59,3,2,1
60,3,2,1
61,1,6,3
62,3,2,1
63,1,4,3
64,2,3,2
65,0,5,6
66,4,1,5
67,0,5,6
68,4,1,5
69,3,2,1
70,0,6,6
71,0,5,6
72,5,1,4
73,0,5,6
74,1,4,3
75,4,1,5
76,2,3,2
77,4,1,5
78,5,1,4
79,0,6,6
80,0,6,6
81,0,5,6
82,0,4,6
83,3,2,1
84,0,6,6
85,3,2,1
86,0,6,6
87,1,5,3
88,1,4,3
89,0,4,6
90,4,1,5
91,1,4,3
92,4,1,5
93,5,1,4
94,3,2,1
95,0,5,6
96,4,1,5
97,0,6,6
98,0,6,6
99,0,5,6
100,4,1,5
101,0,4,6
102,2,3,2
103,4,1,5
104,0,5,6
105,4,1,5
106,0,6,6
107,3,2,1
108,3,2,1
109,0,5,6
110,0,4,6
111,5,1,4
112,3,2,1
113,5,1,4
114,2,3,2
115,4,1,5
116,1,5,3
117,0,4,6
118,0,6,6
119,0,5,6
120,2,3,2
121,0,5,6
122,2,3,2
123,1,6,3
124,1,6,3
125,0,4,6
126,2,3,2
127,2,3,2
128,2,3,2
129,5,1,4
130,1,4,3
131,0,6,6
132,5,1,4
133,3,2,1
134,0,6,6
135,3,2,1
136,1,4,3
137,1,4,3
138,0,4,6
139,5,1,4
140,1,5,3
141,4,1,5
142,3,2,1
143,4,1,5
144,4,1,5
145,5,1,4
146,0,5,6
147,0,4,6
148,3,2,1
149,5,1,4
150,3,2,1
151,2,3,2
152,3,2,1
153,4,1,5
154,4,1,5
155,2,3,2
156,1,4,3
157,2,3,2
158,2,3,2
159,0,6,6
160,1,6,3
161,4,1,5
162,4,1,5
163,3,2,1
164,3,2,1
165,1,5,3
166,0,5,6
167,5,1,4
168,0,5,6
169,2,3,2
170,2,3,2
171,2,3,2
172,1,4,3
173,3,2,1
174,2,3,2
175,1,6,3
176,0,5,6
177,1,6,3
178,4,1,5
179,1,4,3
180,4,1,5
181,1,5,3
182,5,1,4
183,3,2,1
184,0,6,6
185,3,2,1
186,0,6,6
187,3,2,1
188,5,1,4
189,3,2,1
190,0,5,6
191,4,1,5
192,0,5,6
193,3,2,1
194,0,6,6
195,1,6,3
196,5,1,4
197,4,1,5
198,1,6,3
199,0,4,6
200,5,1,4
201,0,5,6
202,0,6,6
203,1,6,3
204,2,3,2
205,2,3,2
206,0,4,6
207,4,1,5
208,1,4,3
209,1,6,3
210,5,1,4
211,1,6,3
212,1,6,3
213,0,6,6
214,4,1,5
215,3,2,1
216,3,2,1
217,2,3,2
218,0,5,6
219,3,2,1
220,1,5,3
221,2,3,2
222,2,3,2
223,4,1,5
224,4,1,5
225,4,1,5
226,0,4,6
227,5,1,4
228,4,1,5
229,2,3,2
230,4,1,5
231,4,1,5
232,2,3,2
233,2,3,2
234,5,1,4
235,0,6,6
236,5,1,4
237,0,4,6
238,1,5,3
239,5,1,4
240,0,4,6
241,4,1,5
242,2,3,2
243,1,6,3
244,3,2,1
245,4,1,5
246,0,5,6
247,2,3,2
248,0,5,6
249,2,3,2
250,2,3,2
251,0,4,6
252,2,3,2
253,3,2,1
254,1,4,3
255,4,1,5
256,3,2,1
257,0,4,6
258,4,1,5
259,5,1,4
260,1,5,3
261,5,1,4
262,2,3,2
263,0,6,6
264,0,4,6
265,0,6,6
266,1,4,3
267,3,2,1
268,0,4,6
269,0,6,6
270,3,2,1
271,0,4,6
272,5,1,4
273,0,5,6
274,3,2,1
275,5,1,4
276,4,1,5
