index,cluster,true_label,mapped_label
0,1,1,1
1,0,4,5
2,0,5,5
3,0,6,5
4,1,3,1
5,0,6,5
6,1,3,1
7,0,5,5
8,1,3,1
9,1,1,1
10,0,6,5
11,0,4,5
12,1,1,1
13,0,5,5
14,1,3,1
15,0,5,5
16,1,1,1
17,1,1,1
18,0,5,5
19,0,5,5
20,0,4,5
21,0,4,5
22,0,6,5
23,0,4,5
24,1,1,1
25,0,4,5
26,1,1,1
27,0,5,5
28,1,1,1
29,1,1,1
30,1,1,1
31,1,1,1
32,1,1,1
33,1,1,1
34,0,5,5
35,1,3,1
36,1,3,1
37,0,4,5
38,1,1,1
39,0,5,5
40,0,5,5
41,0,5,5
42,0,6,5
43,1,1,1
44,1,1,1
45,1,3,1
46,1,1,1
47,0,5,5
48,1,3,1
49,0,6,5
50,0,6,5
51,0,4,5
52,1,3,1
53,0,5,5
54,1,1,1
55,0,5,5
56,1,1,1
57,0,6,5
58,0,5,5
59,1,1,1
60,0,5,5
61,0,4,5
62,1,1,1
63,1,3,1
64,1,1,1
65,1,1,1
66,0,6,5
67,0,6,5
68,0,5,5
69,0,4,5
70,0,6,5
71,0,6,5
72,0,5,5
73,0,4,5
74,0,4,5
75,1,1,1
76,0,4,5
77,1,1,1
78,1,1,1
79,0,5,5
80,1,1,1
81,0,6,5
82,0,6,5
83,0,5,5
84,1,1,1
85,0,4,5
86,1,3,1
87,1,1,1
88,0,5,5
89,1,1,1
90,0,6,5
91,0,5,5
92,0,4,5
93,1,1,1
94,1,1,1
95,1,3,1
96,1,1,1
97,0,5,5
98,0,4,5
99,0,6,5
100,0,5,5
101,1,3,1
102,0,5,5
103,1,3,1
104,0,6,5
105,0,6,5
106,0,4,5
107,1,3,1
108,1,3,1
109,1,3,1
110,1,1,1
111,0,4,5
112,0,6,5
113,1,1,1
114,0,6,5
115,0,4,5
116,0,4,5
117,0,4,5
118,1,1,1
119,0,5,5
120,1,1,1
121,1,1,1
122,1,1,1
123,1,1,1
124,0,5,5
125,0,4,5
126,1,1,1
127,1,3,1
128,1,1,1
129,1,1,1
130,1,3,1
131,0,4,5
132,1,3,1
133,1,3,1
134,0,6,5
135,0,6,5
136,1,1,1
137,1,1,1
138,0,5,5
139,0,5,5
140,1,1,1
141,0,5,5
142,1,3,1
143,1,3,1
144,1,3,1
145,0,4,5
146,1,3,1
147,0,6,5
148,0,5,5
149,0,6,5
150,1,1,1
151,0,4,5
152,1,1,1
153,0,5,5
154,1,1,1
155,0,6,5
156,0,6,5
157,1,1,1
158,0,5,5
159,1,1,1
160,0,5,5
161,0,6,5
162,0,6,5
163,1,1,1
164,1,1,1
165,0,6,5
166,0,4,5
167,1,1,1
168,0,5,5
169,0,6,5
170,0,6,5
171,1,3,1
172,1,3,1
173,0,4,5
174,1,1,1
175,0,4,5
176,0,6,5
177,1,1,1
178,0,6,5
179,0,6,5
180,0,6,5
181,1,1,1
182,1,3,1
183,0,5,5
184,0,5,5
185,1,3,1
186,1,3,1
187,1,1,1
188,1,1,1
189,1,1,1
190,0,4,5
191,1,1,1
192,1,1,1
193,1,3,1
194,1,1,1
195,1,1,1
196,1,3,1
197,1,3,1
198,1,1,1
199,0,6,5
200,1,1,1
201,0,4,5
202,0,5,5
203,1,1,1
204,0,4,5
205,1,1,1
206,1,3,1
207,0,6,5
208,1,1,1
209,0,5,5
210,1,3,1
211,0,5,5
212,1,3,1
213,1,3,1
214,0,4,5
215,1,3,1
216,0,4,5
217,1,1,1
218,0,4,5
219,1,1,1
220,1,1,1
221,0,5,5
222,1,1,1
223,1,3,1
224,0,6,5
225,0,4,5
226,0,6,5
227,0,4,5
228,0,4,5
229,0,6,5
230,0,4,5
231,1,1,1
232,0,5,5
233,1,1,1
234,1,1,1
