index,cluster,true_label,mapped_label
0,1,1,6
1,3,4,2
2,3,5,2
3,2,6,5
4,1,3,6
5,5,6,3
6,4,2,4
7,4,3,4
8,3,5,2
9,0,3,1
10,1,1,6
11,5,6,3
12,3,4,2
13,1,1,6
14,4,2,4
15,3,5,2
16,1,3,6
17,3,5,2
18,1,1,6
19,4,2,4
20,1,1,6
21,3,5,2
22,5,5,3
23,4,2,4
24,5,4,3
25,3,4,2
26,4,2,4
27,5,6,3
28,3,4,2
29,1,1,6
30,3,4,2
31,1,1,6
32,3,5,2
33,0,1,1
34,0,1,1
35,4,1,4
36,1,1,6
37,4,2,4
38,0,1,1
39,4,2,4
40,0,1,1
41,3,5,2
42,1,3,6
43,4,2,4
44,0,3,1
45,4,2,4
46,5,4,3
47,0,1,1
48,3,5,2
49,5,5,3
50,3,5,2
51,2,6,5
52,1,1,6
53,1,1,6
54,0,3,1
55,0,1,1
56,3,5,2
57,1,3,6
58,3,6,2
59,4,2,4
60,4,2,4
61,5,6,3
62,4,2,4
63,5,4,3
64,1,3,6
65,3,5,2
66,1,1,6
67,3,5,2
68,1,1,6
69,4,2,4
70,2,6,5
71,3,5,2
72,0,1,1
73,3,5,2
74,3,4,2
75,1,1,6
76,0,3,1
77,1,1,6
78,0,1,1
79,3,6,2
80,2,6,5
81,3,5,2
82,3,4,2
83,4,2,4
84,2,6,5
85,4,2,4
86,2,6,5
87,5,5,3
88,5,4,3
89,3,4,2
90,1,1,6
91,5,4,3
92,1,1,6
93,0,1,1
94,4,2,4
95,3,5,2
96,1,1,6
97,2,6,5
98,2,6,5
99,3,5,2
100,1,1,6
101,5,4,3
102,0,3,1
103,1,1,6
104,3,5,2
105,1,1,6
106,2,6,5
107,4,2,4
108,4,2,4
109,3,5,2
110,5,4,3
111,0,1,1
112,1,2,6
113,0,1,1
114,0,3,1
115,1,1,6
116,5,5,3
117,3,4,2
118,3,6,2
119,3,5,2
120,1,3,6
121,3,5,2
122,1,3,6
123,5,6,3
124,5,6,3
125,3,4,2
126,4,3,4
127,0,3,1
128,1,3,6
129,1,1,6
130,5,4,3
131,5,6,3
132,0,1,1
133,4,2,4
134,2,6,5
135,4,2,4
136,5,4,3
137,5,4,3
138,5,4,3
139,0,1,1
140,5,5,3
141,1,1,6
142,4,2,4
143,1,1,6
144,1,1,6
145,0,1,1
146,3,5,2
147,2,4,5
148,4,2,4
149,0,1,1
150,4,2,4
151,0,3,1
152,4,2,4
153,1,1,6
154,1,1,6
155,4,3,4
156,5,4,3
157,0,3,1
158,0,3,1
159,2,6,5
160,5,6,3
161,1,1,6
162,1,1,6
163,4,2,4
164,4,2,4
165,5,5,3
166,3,5,2
167,0,1,1
168,3,5,2
169,1,3,6
170,1,3,6
171,1,3,6
172,5,4,3
173,4,2,4
174,0,3,1
175,5,6,3
176,3,5,2
177,5,6,3
178,1,1,6
179,5,4,3
180,1,1,6
181,5,5,3
182,0,1,1
183,4,2,4
184,2,6,5
185,4,2,4
186,2,6,5
187,4,2,4
188,1,1,6
189,4,2,4
190,3,5,2
191,1,1,6
192,3,5,2
193,4,2,4
194,2,6,5
195,5,6,3
196,0,1,1
197,1,1,6
198,5,6,3
199,2,4,5
200,0,1,1
201,3,5,2
202,2,6,5
203,5,6,3
204,1,3,6
205,0,3,1
206,3,4,2
207,1,1,6
208,3,4,2
209,5,6,3
210,0,1,1
211,5,6,3
212,5,6,3
213,2,6,5
214,1,1,6
215,4,2,4
216,4,2,4
217,4,3,4
218,3,5,2
219,4,2,4
220,5,5,3
221,1,3,6
222,0,3,1
223,1,1,6
224,1,1,6
225,1,1,6
226,3,4,2
227,0,1,1
228,1,1,6
229,1,3,6
230,1,1,6
231,1,1,6
232,1,3,6
233,1,3,6
234,0,1,1
235,2,6,5
236,0,1,1
237,2,4,5
238,5,5,3
239,0,1,1
240,3,4,2
241,1,1,6
242,4,3,4
243,5,6,3
244,4,2,4
245,1,1,6
246,3,5,2
247,1,3,6
248,2,5,5
249,4,3,4
250,0,3,1
251,5,4,3
252,0,3,1
253,4,2,4
254,5,4,3
255,1,1,6
256,4,2,4
257,5,4,3
258,1,1,6
259,0,1,1
260,5,5,3
261,0,1,1
262,1,3,6
263,2,6,5
264,3,4,2
265,2,6,5
266,5,4,3
267,4,2,4
268,3,4,2
269,2,6,5
270,4,2,4
271,3,4,2
272,0,1,1
273,3,5,2
274,4,2,4
275,0,1,1
276,1,1,6
