index,cluster,true_label,mapped_label
0,2,1,4
1,3,4,3
2,0,5,5
3,0,6,5
4,3,3,3
5,3,6,3
6,5,2,6
7,4,3,2
8,0,5,5
9,4,3,2
10,1,1,1
11,0,6,5
12,0,4,5
13,1,1,1
14,5,2,6
15,0,5,5
16,4,3,2
17,0,5,5
18,2,1,4
19,5,2,6
20,2,1,4
21,0,5,5
22,0,5,5
23,2,2,4
24,3,4,3
25,0,4,5
26,2,2,4
27,3,6,3
28,3,4,3
29,1,1,1
30,0,4,5
31,2,1,4
32,0,5,5
33,2,1,4
34,1,1,1
35,2,1,4
36,2,1,4
37,2,2,4
38,1,1,1
39,5,2,6
40,2,1,4
41,0,5,5
42,3,3,3
43,2,2,4
44,4,3,2
45,5,2,6
46,3,4,3
47,2,1,4
48,3,5,3
49,0,5,5
50,0,5,5
51,0,6,5
52,2,1,4
53,1,1,1
54,4,3,2
55,1,1,1
56,0,5,5
57,4,3,2
58,0,6,5
59,5,2,6
60,5,2,6
61,3,6,3
62,5,2,6
63,3,4,3
64,4,3,2
65,0,5,5
66,2,1,4
67,3,5,3
68,2,1,4
69,5,2,6
70,0,6,5
71,0,5,5
72,1,1,1
73,3,5,3
74,0,4,5
75,2,1,4
76,4,3,2
77,1,1,1
78,1,1,1
79,3,6,3
80,3,6,3
81,0,5,5
82,0,4,5
83,5,2,6
84,3,6,3
85,2,2,4
86,0,6,5
87,0,5,5
88,0,4,5
89,0,4,5
90,2,1,4
91,3,4,3
92,2,1,4
93,1,1,1
94,2,2,4
95,0,5,5
96,1,1,1
97,0,6,5
98,0,6,5
99,3,5,3
100,2,1,4
101,3,4,3
102,0,3,5
103,2,1,4
104,0,5,5
105,1,1,1
106,0,6,5
107,2,2,4
108,5,2,6
109,3,5,3
110,0,4,5
111,1,1,1
112,5,2,6
113,1,1,1
114,4,3,2
115,1,1,1
116,3,5,3
117,3,4,3
118,0,6,5
119,3,5,3
120,3,3,3
121,3,5,3
122,4,3,2
123,3,6,3
124,0,6,5
125,0,4,5
126,4,3,2
127,4,3,2
128,4,3,2
129,2,1,4
130,3,4,3
131,3,6,3
132,2,1,4
133,5,2,6
134,3,6,3
135,2,2,4
136,0,4,5
137,0,4,5
138,3,4,3
139,2,1,4
140,0,5,5
141,2,1,4
142,5,2,6
143,2,1,4
144,1,1,1
145,2,1,4
146,0,5,5
147,3,4,3
148,2,2,4
149,1,1,1
150,5,2,6
151,4,3,2
152,2,2,4
153,2,1,4
154,2,1,4
155,4,3,2
156,3,4,3
157,4,3,2
158,3,3,3
159,0,6,5
160,3,6,3
161,2,1,4
162,1,1,1
163,5,2,6
164,2,2,4
165,0,5,5
166,3,5,3
167,1,1,1
168,0,5,5
169,4,3,2
170,4,3,2
171,4,3,2
172,0,4,5
173,5,2,6
174,4,3,2
175,0,6,5
176,0,5,5
177,3,6,3
178,1,1,1
179,3,4,3
180,1,1,1
181,0,5,5
182,2,1,4
183,5,2,6
184,3,6,3
185,2,2,4
186,0,6,5
187,5,2,6
188,1,1,1
189,5,2,6
190,0,5,5
191,1,1,1
192,3,5,3
193,5,2,6
194,0,6,5
195,0,6,5
196,2,1,4
197,2,1,4
198,0,6,5
199,0,4,5
200,2,1,4
201,0,5,5
202,0,6,5
203,3,6,3
204,4,3,2
205,4,3,2
206,0,4,5
207,1,1,1
208,0,4,5
209,3,6,3
210,2,1,4
211,3,6,3
212,0,6,5
213,3,6,3
214,1,1,1
215,5,2,6
216,2,2,4
217,4,3,2
218,0,5,5
219,5,2,6
220,0,5,5
221,4,3,2
222,3,3,3
223,1,1,1
224,2,1,4
225,2,1,4
226,0,4,5
227,1,1,1
228,1,1,1
229,4,3,2
230,1,1,1
231,1,1,1
232,4,3,2
233,5,3,6
234,2,1,4
235,3,6,3
236,1,1,1
237,3,4,3
238,0,5,5
239,1,1,1
240,3,4,3
241,2,1,4
242,3,3,3
243,3,6,3
244,5,2,6
245,2,1,4
246,0,5,5
247,4,3,2
248,3,5,3
249,4,3,2
250,4,3,2
251,3,4,3
252,5,3,6
253,2,2,4
254,0,4,5
255,1,1,1
256,2,2,4
257,3,4,3
258,2,1,4
259,1,1,1
260,0,5,5
261,1,1,1
262,4,3,2
263,0,6,5
264,0,4,5
265,0,6,5
266,3,4,3
267,5,2,6
268,0,4,5
269,3,6,3
270,5,2,6
271,3,4,3
272,1,1,1
273,3,5,3
274,5,2,6
275,2,1,4
276,2,1,4
