index,cluster,true_label,mapped_label
0,3,1,2
1,3,4,2
2,3,5,2
3,2,6,1
4,1,3,6
5,0,6,3
6,4,2,4
7,4,3,4
8,4,5,4
9,1,3,6
10,3,1,2
11,2,6,1
12,2,4,1
13,3,1,2
14,4,2,4
15,5,5,5
16,3,3,2
17,0,5,3
18,3,1,2
19,4,2,4
20,3,1,2
21,2,5,1
22,3,5,2
23,4,2,4
24,4,4,4
25,0,4,3
26,4,2,4
27,5,6,5
28,0,4,3
29,3,1,2
30,4,4,4
31,3,1,2
32,1,5,6
33,1,1,6
34,1,1,6
35,4,1,4
36,3,1,2
37,4,2,4
38,1,1,6
39,4,2,4
40,1,1,6
41,0,5,3
42,1,3,6
43,4,2,4
44,1,3,6
45,4,2,4
46,4,4,4
47,1,1,6
48,0,5,3
49,5,5,5
50,1,5,6
51,2,6,1
52,3,1,2
53,3,1,2
54,1,3,6
55,1,1,6
56,0,5,3
57,1,3,6
58,0,6,3
59,4,2,4
60,4,2,4
61,4,6,4
62,4,2,4
63,5,4,5
64,4,3,4
65,2,5,1
66,3,1,2
67,2,5,1
68,3,1,2
69,4,2,4
70,2,6,1
71,2,5,1
72,1,1,6
73,0,5,3
74,0,4,3
75,3,1,2
76,1,3,6
77,3,1,2
78,3,1,2
79,2,6,1
80,2,6,1
81,2,5,1
82,4,4,4
83,4,2,4
84,2,6,1
85,4,2,4
86,2,6,1
87,3,5,2
88,5,4,5
89,4,4,4
90,3,1,2
91,0,4,3
92,3,1,2
93,3,1,2
94,4,2,4
95,0,5,3
96,3,1,2
97,2,6,1
98,2,6,1
99,4,5,4
100,3,1,2
101,0,4,3
102,1,3,6
103,3,1,2
104,0,5,3
105,3,1,2
106,2,6,1
107,4,2,4
108,4,2,4
109,0,5,3
110,5,4,5
111,1,1,6
112,4,2,4
113,1,1,6
114,1,3,6
115,3,1,2
116,3,5,2
117,0,4,3
118,2,6,1
119,0,5,3
120,1,3,6
121,0,5,3
122,1,3,6
123,0,6,3
124,5,6,5
125,3,4,2
126,4,3,4
127,1,3,6
128,1,3,6
129,3,1,2
130,0,4,3
131,2,6,1
132,1,1,6
133,4,2,4
134,0,6,3
135,4,2,4
136,5,4,5
137,5,4,5
138,0,4,3
139,3,1,2
140,0,5,3
141,3,1,2
142,4,2,4
143,3,1,2
144,3,1,2
145,1,1,6
146,3,5,2
147,0,4,3
148,4,2,4
149,1,1,6
150,4,2,4
151,1,3,6
152,4,2,4
153,3,1,2
154,3,1,2
155,4,3,4
156,0,4,3
157,1,3,6
158,1,3,6
159,2,6,1
160,5,6,5
161,3,1,2
162,3,1,2
163,4,2,4
164,4,2,4
165,2,5,1
166,3,5,2
167,3,1,2
168,3,5,2
169,1,3,6
170,1,3,6
171,1,3,6
172,4,4,4
173,4,2,4
174,1,3,6
175,0,6,3
176,2,5,1
177,5,6,5
178,3,1,2
179,5,4,5
180,3,1,2
181,4,5,4
182,1,1,6
183,4,2,4
184,2,6,1
185,4,2,4
186,2,6,1
187,4,2,4
188,1,1,6
189,4,2,4
190,2,5,1
191,3,1,2
192,2,5,1
193,4,2,4
194,2,6,1
195,5,6,5
196,1,1,6
197,3,1,2
198,0,6,3
199,0,4,3
200,1,1,6
201,1,5,6
202,2,6,1
203,5,6,5
204,4,3,4
205,1,3,6
206,0,4,3
207,3,1,2
208,0,4,3
209,0,6,3
210,3,1,2
211,0,6,3
212,5,6,5
213,2,6,1
214,3,1,2
215,4,2,4
216,4,2,4
217,4,3,4
218,0,5,3
219,4,2,4
220,0,5,3
221,3,3,2
222,1,3,6
223,3,1,2
224,3,1,2
225,3,1,2
226,1,4,6
227,1,1,6
228,3,1,2
229,4,3,4
230,3,1,2
231,3,1,2
232,1,3,6
233,3,3,2
234,1,1,6
235,2,6,1
236,1,1,6
237,3,4,2
238,4,5,4
239,1,1,6
240,2,4,1
241,3,1,2
242,4,3,4
243,5,6,5
244,4,2,4
245,3,1,2
246,0,5,3
247,1,3,6
248,1,5,6
249,4,3,4
250,1,3,6
251,0,4,3
252,1,3,6
253,4,2,4
254,0,4,3
255,3,1,2
256,4,2,4
257,2,4,1
258,3,1,2
259,3,1,2
260,3,5,2
261,1,1,6
262,1,3,6
263,2,6,1
264,3,4,2
265,0,6,3
266,0,4,3
267,4,2,4
268,1,4,6
269,2,6,1
270,4,2,4
271,5,4,5
272,1,1,6
273,5,5,5
274,4,2,4
275,1,1,6
276,3,1,2
