index,cluster,true_label,mapped_label
0,1,1,3
1,5,4,5
2,1,5,3
3,0,6,1
4,2,3,2
5,5,6,5
6,3,2,4
7,3,3,4
8,3,5,4
9,2,3,2
10,1,1,3
11,0,6,1
12,0,4,1
13,1,1,3
14,3,2,4
15,3,5,4
16,2,3,2
17,0,5,1
18,1,1,3
19,3,2,4
20,1,1,3
21,1,5,3
22,1,5,3
23,3,2,4
24,5,4,5
25,4,4,6
26,3,2,4
27,5,6,5
28,0,4,1
29,1,1,3
30,3,4,4
31,1,1,3
32,1,5,3
33,1,1,3
34,1,1,3
35,3,1,4
36,1,1,3
37,3,2,4
38,1,1,3
39,3,2,4
40,1,1,3
41,0,5,1
42,2,3,2
43,3,2,4
44,2,3,2
45,3,2,4
46,5,4,5
47,1,1,3
48,5,5,5
49,1,5,3
50,1,5,3
51,4,6,6
52,1,1,3
53,1,1,3
54,2,3,2
55,1,1,3
56,0,5,1
57,2,3,2
58,4,6,6
59,3,2,4
60,3,2,4
61,4,6,6
62,3,2,4
63,5,4,5
64,3,3,4
65,0,5,1
66,1,1,3
67,0,5,1
68,1,1,3
69,3,2,4
70,0,6,1
71,0,5,1
72,1,1,3
73,0,5,1
74,0,4,1
75,1,1,3
76,2,3,2
77,1,1,3
78,1,1,3
79,0,6,1
80,0,6,1
81,5,5,5
82,0,4,1
83,3,2,4
84,0,6,1
85,3,2,4
86,0,6,1
87,4,5,6
88,5,4,5
89,3,4,4
90,1,1,3
91,3,4,4
92,1,1,3
93,1,1,3
94,3,2,4
95,4,5,6
96,1,1,3
97,0,6,1
98,0,6,1
99,4,5,6
100,1,1,3
101,4,4,6
102,2,3,2
103,1,1,3
104,5,5,5
105,1,1,3
106,0,6,1
107,3,2,4
108,3,2,4
109,0,5,1
110,5,4,5
111,1,1,3
112,3,2,4
113,1,1,3
114,2,3,2
115,1,1,3
116,5,5,5
117,0,4,1
118,0,6,1
119,5,5,5
120,2,3,2
121,5,5,5
122,1,3,3
123,5,6,5
124,5,6,5
125,1,4,3
126,2,3,2
127,2,3,2
128,2,3,2
129,1,1,3
130,4,4,6
131,4,6,6
132,1,1,3
133,3,2,4
134,4,6,6
135,3,2,4
136,4,4,6
137,0,4,1
138,4,4,6
139,1,1,3
140,5,5,5
141,1,1,3
142,3,2,4
143,1,1,3
144,1,1,3
145,1,1,3
146,4,5,6
147,5,4,5
148,3,2,4
149,1,1,3
150,3,2,4
151,2,3,2
152,3,2,4
153,1,1,3
154,1,1,3
155,3,3,4
156,4,4,6
157,2,3,2
158,2,3,2
159,0,6,1
160,5,6,5
161,1,1,3
162,1,1,3
163,3,2,4
164,3,2,4
165,5,5,5
166,1,5,3
167,1,1,3
168,1,5,3
169,2,3,2
170,2,3,2
171,2,3,2
172,4,4,6
173,3,2,4
174,2,3,2
175,4,6,6
176,0,5,1
177,5,6,5
178,1,1,3
179,5,4,5
180,1,1,3
181,4,5,6
182,1,1,3
183,3,2,4
184,4,6,6
185,3,2,4
186,0,6,1
187,3,2,4
188,1,1,3
189,3,2,4
190,5,5,5
191,1,1,3
192,4,5,6
193,3,2,4
194,0,6,1
195,4,6,6
196,1,1,3
197,1,1,3
198,5,6,5
199,4,4,6
200,1,1,3
201,1,5,3
202,5,6,5
203,5,6,5
204,2,3,2
205,2,3,2
206,4,4,6
207,1,1,3
208,0,4,1
209,5,6,5
210,1,1,3
211,5,6,5
212,4,6,6
213,0,6,1
214,1,1,3
215,3,2,4
216,3,2,4
217,3,3,4
218,0,5,1
219,3,2,4
220,5,5,5
221,2,3,2
222,2,3,2
223,1,1,3
224,1,1,3
225,1,1,3
226,2,4,2
227,1,1,3
228,1,1,3
229,3,3,4
230,1,1,3
231,1,1,3
232,2,3,2
233,2,3,2
234,1,1,3
235,0,6,1
236,1,1,3
237,5,4,5
238,5,5,5
239,1,1,3
240,3,4,4
241,1,1,3
242,3,3,4
243,5,6,5
244,3,2,4
245,1,1,3
246,0,5,1
247,2,3,2
248,1,5,3
249,3,3,4
250,2,3,2
251,5,4,5
252,2,3,2
253,3,2,4
254,5,4,5
255,1,1,3
256,3,2,4
257,5,4,5
258,1,1,3
259,1,1,3
260,1,5,3
261,1,1,3
262,2,3,2
263,0,6,1
264,0,4,1
265,0,6,1
266,4,4,6
267,2,2,2
268,0,4,1
269,0,6,1
270,3,2,4
271,5,4,5
272,1,1,3
273,4,5,6
274,3,2,4
275,1,1,3
276,1,1,3
