index,cluster,true_label,mapped_label
0,0,5,2
1,3,1,6
2,0,6,2
3,3,1,6
4,4,6,4
5,2,3,1
6,4,4,4
7,5,1,5
8,2,3,1
9,0,5,2
10,0,4,2
11,4,6,4
12,1,2,3
13,0,5,2
14,0,5,2
15,4,6,4
16,1,2,3
17,0,6,2
18,0,6,2
19,5,1,5
20,4,4,4
21,4,5,4
22,4,6,4
23,0,6,2
24,0,5,2
25,5,1,5
26,0,6,2
27,0,6,2
28,3,1,6
29,0,6,2
30,0,6,2
31,3,1,6
32,5,1,5
33,5,1,5
34,4,5,4
35,3,1,6
36,0,4,2
37,3,1,6
38,4,5,4
39,1,2,3
40,1,3,3
41,4,4,4
42,0,5,2
43,3,1,6
44,3,1,6
45,0,4,2
46,3,1,6
47,2,3,1
48,4,5,4
49,5,1,5
50,1,2,3
51,4,5,4
52,0,6,2
53,4,5,4
54,0,4,2
55,3,1,6
56,5,1,5
57,1,2,3
58,5,1,5
59,3,1,6
60,3,1,6
61,1,2,3
62,0,5,2
63,3,1,6
64,3,1,6
65,2,3,1
66,3,1,6
67,2,3,1
68,3,1,6
69,0,5,2
70,3,1,6
71,3,1,6
72,4,6,4
73,2,3,1
74,1,2,3
75,1,2,3
76,4,6,4
77,4,5,4
78,0,6,2
79,1,2,3
80,3,1,6
81,3,1,6
82,1,2,3
83,3,1,6
84,1,3,3
85,4,5,4
86,2,3,1
87,0,5,2
88,5,1,5
89,4,6,4
90,0,4,2
91,1,2,3
92,2,3,1
93,1,2,3
94,1,2,3
95,3,1,6
96,0,6,2
97,2,3,1
98,0,4,2
99,0,4,2
100,1,2,3
101,5,1,5
102,3,1,6
103,1,2,3
104,4,6,4
105,0,6,2
106,0,4,2
107,0,4,2
108,1,2,3
109,3,1,6
110,3,1,6
111,4,6,4
112,0,4,2
113,1,2,3
114,0,4,2
115,0,6,2
116,4,6,4
117,0,4,2
118,1,2,3
119,0,6,2
120,5,1,5
121,0,5,2
122,1,2,3
123,1,2,3
124,0,5,2
125,3,1,6
126,5,1,5
127,3,1,6
128,1,3,3
129,0,4,2
130,1,2,3
131,0,4,2
132,2,3,1
133,3,1,6
134,3,1,6
135,0,5,2
136,5,1,5
137,0,4,2
