index,cluster,true_label,mapped_label
0,1,1,1
1,0,4,5
2,0,5,5
3,0,6,5
4,1,3,1
5,0,6,5
6,1,2,1
7,1,3,1
8,0,5,5
9,1,3,1
10,1,1,1
11,0,6,5
12,0,4,5
13,1,1,1
14,1,2,1
15,0,5,5
16,1,3,1
17,0,5,5
18,1,1,1
19,1,2,1
20,1,1,1
21,0,5,5
22,0,5,5
23,1,2,1
24,0,4,5
25,0,4,5
26,1,2,1
27,0,6,5
28,0,4,5
29,1,1,1
30,0,4,5
31,1,1,1
32,0,5,5
33,1,1,1
34,1,1,1
35,1,1,1
36,1,1,1
37,1,2,1
38,1,1,1
39,1,2,1
40,1,1,1
41,0,5,5
42,1,3,1
43,1,2,1
44,1,3,1
45,1,2,1
46,0,4,5
47,1,1,1
48,0,5,5
49,0,5,5
50,0,5,5
51,0,6,5
52,1,1,1
53,1,1,1
54,1,3,1
55,1,1,1
56,0,5,5
57,1,3,1
58,0,6,5
59,1,2,1
60,1,2,1
61,0,6,5
62,1,2,1
63,0,4,5
64,1,3,1
65,0,5,5
66,1,1,1
67,0,5,5
68,1,1,1
69,1,2,1
70,0,6,5
71,0,5,5
72,1,1,1
73,0,5,5
74,0,4,5
75,1,1,1
76,1,3,1
77,1,1,1
78,1,1,1
79,0,6,5
80,0,6,5
81,0,5,5
82,0,4,5
83,1,2,1
84,0,6,5
85,1,2,1
86,0,6,5
87,0,5,5
88,0,4,5
89,0,4,5
90,1,1,1
91,0,4,5
92,1,1,1
93,1,1,1
94,1,2,1
95,0,5,5
96,1,1,1
97,0,6,5
98,0,6,5
99,0,5,5
100,1,1,1
101,0,4,5
102,1,3,1
103,1,1,1
104,0,5,5
105,1,1,1
106,0,6,5
107,1,2,1
108,1,2,1
109,0,5,5
110,0,4,5
111,1,1,1
112,1,2,1
113,1,1,1
114,1,3,1
115,1,1,1
116,0,5,5
117,0,4,5
118,0,6,5
119,0,5,5
120,1,3,1
121,0,5,5
122,1,3,1
123,0,6,5
124,0,6,5
125,0,4,5
126,1,3,1
127,1,3,1
128,1,3,1
129,1,1,1
130,0,4,5
131,0,6,5
132,1,1,1
133,1,2,1
134,0,6,5
135,1,2,1
136,0,4,5
137,0,4,5
138,0,4,5
139,1,1,1
140,0,5,5
141,1,1,1
142,1,2,1
143,1,1,1
144,1,1,1
145,1,1,1
146,0,5,5
147,0,4,5
148,1,2,1
149,1,1,1
150,1,2,1
151,1,3,1
152,1,2,1
153,1,1,1
154,1,1,1
155,1,3,1
156,0,4,5
157,1,3,1
158,1,3,1
159,0,6,5
160,0,6,5
161,1,1,1
162,1,1,1
163,1,2,1
164,1,2,1
165,0,5,5
166,0,5,5
167,1,1,1
168,0,5,5
169,1,3,1
170,1,3,1
171,1,3,1
172,0,4,5
173,1,2,1
174,1,3,1
175,0,6,5
176,0,5,5
177,0,6,5
178,1,1,1
179,0,4,5
180,1,1,1
181,0,5,5
182,1,1,1
183,1,2,1
184,0,6,5
185,1,2,1
186,0,6,5
187,1,2,1
188,1,1,1
189,1,2,1
190,0,5,5
191,1,1,1
192,0,5,5
193,1,2,1
194,0,6,5
195,0,6,5
196,1,1,1
197,1,1,1
198,0,6,5
199,0,4,5
200,1,1,1
201,0,5,5
202,0,6,5
203,0,6,5
204,1,3,1
205,1,3,1
206,0,4,5
207,1,1,1
208,0,4,5
209,0,6,5
210,1,1,1
211,0,6,5
212,0,6,5
213,0,6,5
214,1,1,1
215,1,2,1
216,1,2,1
217,1,3,1
218,0,5,5
219,1,2,1
220,0,5,5
221,1,3,1
222,1,3,1
223,1,1,1
224,1,1,1
225,1,1,1
226,0,4,5
227,1,1,1
228,1,1,1
229,1,3,1
230,1,1,1
231,1,1,1
232,1,3,1
233,1,3,1
234,1,1,1
235,0,6,5
236,1,1,1
237,0,4,5
238,0,5,5
239,1,1,1
240,0,4,5
241,1,1,1
242,1,3,1
243,0,6,5
244,1,2,1
245,1,1,1
246,0,5,5
247,1,3,1
248,0,5,5
249,1,3,1
250,1,3,1
251,0,4,5
252,1,3,1
253,1,2,1
254,0,4,5
255,1,1,1
256,1,2,1
257,0,4,5
258,1,1,1
259,1,1,1
260,0,5,5
261,1,1,1
262,1,3,1
263,0,6,5
264,0,4,5
265,0,6,5
266,0,4,5
267,1,2,1
268,0,4,5
269,0,6,5
270,1,2,1
271,0,4,5
272,1,1,1
273,0,5,5
274,1,2,1
275,1,1,1
276,1,1,1
