index,cluster,true_label,mapped_label
0,0,1,1
1,1,4,2
2,1,5,2
3,1,6,2
4,0,3,1
5,1,6,2
6,1,2,2
7,0,3,1
8,1,5,2
9,0,3,1
10,0,1,1
11,1,6,2
12,1,4,2
13,0,1,1
14,1,2,2
15,1,5,2
16,0,3,1
17,1,5,2
18,0,1,1
19,1,2,2
20,0,1,1
21,1,5,2
22,1,5,2
23,1,2,2
24,1,4,2
25,1,4,2
26,1,2,2
27,1,6,2
28,1,4,2
29,0,1,1
30,1,4,2
31,0,1,1
32,1,5,2
33,0,1,1
34,0,1,1
35,1,1,2
36,0,1,1
37,1,2,2
38,0,1,1
39,1,2,2
40,0,1,1
41,1,5,2
42,0,3,1
43,1,2,2
44,0,3,1
45,1,2,2
46,1,4,2
47,0,1,1
48,1,5,2
49,1,5,2
50,1,5,2
51,1,6,2
52,0,1,1
53,0,1,1
54,0,3,1
55,0,1,1
56,1,5,2
57,0,3,1
58,1,6,2
59,1,2,2
60,1,2,2
61,1,6,2
62,1,2,2
63,1,4,2
64,0,3,1
65,1,5,2
66,0,1,1
67,1,5,2
68,0,1,1
69,1,2,2
70,1,6,2
71,1,5,2
72,0,1,1
73,1,5,2
74,1,4,2
75,0,1,1
76,0,3,1
77,0,1,1
78,0,1,1
79,1,6,2
80,1,6,2
81,1,5,2
82,1,4,2
83,1,2,2
84,1,6,2
85,1,2,2
86,1,6,2
87,1,5,2
88,1,4,2
89,1,4,2
90,0,1,1
91,1,4,2
92,0,1,1
93,0,1,1
94,1,2,2
95,1,5,2
96,0,1,1
97,1,6,2
98,1,6,2
99,1,5,2
100,0,1,1
101,1,4,2
102,0,3,1
103,0,1,1
104,1,5,2
105,0,1,1
106,1,6,2
107,1,2,2
108,1,2,2
109,1,5,2
110,1,4,2
111,0,1,1
112,1,2,2
113,0,1,1
114,0,3,1
115,0,1,1
116,1,5,2
117,1,4,2
118,1,6,2
119,1,5,2
120,0,3,1
121,1,5,2
122,0,3,1
123,1,6,2
124,1,6,2
125,1,4,2
126,0,3,1
127,0,3,1
128,0,3,1
129,0,1,1
130,1,4,2
131,1,6,2
132,0,1,1
133,1,2,2
134,1,6,2
135,1,2,2
136,1,4,2
137,1,4,2
138,1,4,2
139,0,1,1
140,1,5,2
141,0,1,1
142,1,2,2
143,0,1,1
144,0,1,1
145,0,1,1
146,1,5,2
147,1,4,2
148,1,2,2
149,0,1,1
150,1,2,2
151,0,3,1
152,1,2,2
153,0,1,1
154,0,1,1
155,0,3,1
156,1,4,2
157,0,3,1
158,0,3,1
159,1,6,2
160,1,6,2
161,0,1,1
162,0,1,1
163,1,2,2
164,1,2,2
165,1,5,2
166,1,5,2
167,0,1,1
168,1,5,2
169,0,3,1
170,0,3,1
171,0,3,1
172,1,4,2
173,1,2,2
174,0,3,1
175,1,6,2
176,1,5,2
177,1,6,2
178,0,1,1
179,1,4,2
180,0,1,1
181,1,5,2
182,0,1,1
183,1,2,2
184,1,6,2
185,1,2,2
186,1,6,2
187,1,2,2
188,0,1,1
189,1,2,2
190,1,5,2
191,0,1,1
192,1,5,2
193,1,2,2
194,1,6,2
195,1,6,2
196,0,1,1
197,0,1,1
198,1,6,2
199,1,4,2
200,0,1,1
201,1,5,2
202,1,6,2
203,1,6,2
204,0,3,1
205,0,3,1
206,1,4,2
207,0,1,1
208,1,4,2
209,1,6,2
210,0,1,1
211,1,6,2
212,1,6,2
213,1,6,2
214,0,1,1
215,1,2,2
216,1,2,2
217,1,3,2
218,1,5,2
219,1,2,2
220,1,5,2
221,0,3,1
222,0,3,1
223,0,1,1
224,0,1,1
225,0,1,1
226,1,4,2
227,0,1,1
228,0,1,1
229,0,3,1
230,0,1,1
231,0,1,1
232,0,3,1
233,0,3,1
234,0,1,1
235,1,6,2
236,0,1,1
237,1,4,2
238,1,5,2
239,0,1,1
240,1,4,2
241,0,1,1
242,0,3,1
243,1,6,2
244,1,2,2
245,0,1,1
246,1,5,2
247,0,3,1
248,1,5,2
249,1,3,2
250,0,3,1
251,1,4,2
252,0,3,1
253,1,2,2
254,1,4,2
255,0,1,1
256,1,2,2
257,1,4,2
258,0,1,1
259,0,1,1
260,1,5,2
261,0,1,1
262,0,3,1
263,1,6,2
264,1,4,2
265,1,6,2
266,1,4,2
267,1,2,2
268,1,4,2
269,1,6,2
270,1,2,2
271,1,4,2
272,0,1,1
273,1,5,2
274,1,2,2
275,0,1,1
276,0,1,1
