index,cluster,true_label,mapped_label
0,1,1,1
1,2,4,5
2,2,5,5
3,2,6,5
4,1,3,1
5,2,6,5
6,0,2,2
7,1,3,1
8,2,5,5
9,1,3,1
10,1,1,1
11,2,6,5
12,2,4,5
13,1,1,1
14,0,2,2
15,2,5,5
16,1,3,1
17,2,5,5
18,1,1,1
19,0,2,2
20,1,1,1
21,2,5,5
22,2,5,5
23,0,2,2
24,2,4,5
25,2,4,5
26,0,2,2
27,2,6,5
28,2,4,5
29,1,1,1
30,2,4,5
31,1,1,1
32,2,5,5
33,1,1,1
34,1,1,1
35,1,1,1
36,1,1,1
37,0,2,2
38,1,1,1
39,0,2,2
40,1,1,1
41,2,5,5
42,1,3,1
43,0,2,2
44,1,3,1
45,0,2,2
46,2,4,5
47,1,1,1
48,2,5,5
49,2,5,5
50,2,5,5
51,2,6,5
52,1,1,1
53,1,1,1
54,1,3,1
55,1,1,1
56,2,5,5
57,1,3,1
58,2,6,5
59,0,2,2
60,0,2,2
61,2,6,5
62,0,2,2
63,2,4,5
64,1,3,1
65,2,5,5
66,1,1,1
67,2,5,5
68,1,1,1
69,0,2,2
70,2,6,5
71,2,5,5
72,1,1,1
73,2,5,5
74,2,4,5
75,1,1,1
76,1,3,1
77,1,1,1
78,1,1,1
79,2,6,5
80,2,6,5
81,2,5,5
82,2,4,5
83,0,2,2
84,2,6,5
85,0,2,2
86,2,6,5
87,2,5,5
88,2,4,5
89,2,4,5
90,1,1,1
91,2,4,5
92,1,1,1
93,1,1,1
94,0,2,2
95,2,5,5
96,1,1,1
97,2,6,5
98,2,6,5
99,2,5,5
100,1,1,1
101,2,4,5
102,1,3,1
103,1,1,1
104,2,5,5
105,1,1,1
106,2,6,5
107,0,2,2
108,0,2,2
109,2,5,5
110,2,4,5
111,1,1,1
112,0,2,2
113,1,1,1
114,1,3,1
115,1,1,1
116,2,5,5
117,2,4,5
118,2,6,5
119,2,5,5
120,1,3,1
121,2,5,5
122,1,3,1
123,2,6,5
124,2,6,5
125,2,4,5
126,1,3,1
127,1,3,1
128,1,3,1
129,1,1,1
130,2,4,5
131,2,6,5
132,1,1,1
133,0,2,2
134,2,6,5
135,0,2,2
136,2,4,5
137,2,4,5
138,2,4,5
139,1,1,1
140,2,5,5
141,1,1,1
142,0,2,2
143,1,1,1
144,1,1,1
145,1,1,1
146,2,5,5
147,2,4,5
148,0,2,2
149,1,1,1
150,0,2,2
151,1,3,1
152,0,2,2
153,1,1,1
154,1,1,1
155,1,3,1
156,2,4,5
157,1,3,1
158,1,3,1
159,2,6,5
160,2,6,5
161,1,1,1
162,1,1,1
163,0,2,2
164,0,2,2
165,2,5,5
166,2,5,5
167,1,1,1
168,2,5,5
169,1,3,1
170,1,3,1
171,1,3,1
172,2,4,5
173,0,2,2
174,1,3,1
175,2,6,5
176,2,5,5
177,2,6,5
178,1,1,1
179,2,4,5
180,1,1,1
181,2,5,5
182,1,1,1
183,0,2,2
184,2,6,5
185,0,2,2
186,2,6,5
187,0,2,2
188,1,1,1
189,0,2,2
190,2,5,5
191,1,1,1
192,2,5,5
193,0,2,2
194,2,6,5
195,2,6,5
196,1,1,1
197,1,1,1
198,2,6,5
199,2,4,5
200,1,1,1
201,2,5,5
202,2,6,5
203,2,6,5
204,1,3,1
205,1,3,1
206,2,4,5
207,1,1,1
208,2,4,5
209,2,6,5
210,1,1,1
211,2,6,5
212,2,6,5
213,2,6,5
214,1,1,1
215,0,2,2
216,0,2,2
217,1,3,1
218,2,5,5
219,0,2,2
220,2,5,5
221,1,3,1
222,1,3,1
223,1,1,1
224,1,1,1
225,1,1,1
226,2,4,5
227,1,1,1
228,1,1,1
229,1,3,1
230,1,1,1
231,1,1,1
232,1,3,1
233,1,3,1
234,1,1,1
235,2,6,5
236,1,1,1
237,2,4,5
238,2,5,5
239,1,1,1
240,2,4,5
241,1,1,1
242,1,3,1
243,2,6,5
244,0,2,2
245,1,1,1
246,2,5,5
247,1,3,1
248,2,5,5
249,1,3,1
250,1,3,1
251,2,4,5
252,1,3,1
253,0,2,2
254,2,4,5
255,1,1,1
256,0,2,2
257,2,4,5
258,1,1,1
259,1,1,1
260,2,5,5
261,1,1,1
262,1,3,1
263,2,6,5
264,2,4,5
265,2,6,5
266,2,4,5
267,0,2,2
268,2,4,5
269,2,6,5
270,0,2,2
271,2,4,5
272,1,1,1
273,2,5,5
274,0,2,2
275,1,1,1
276,1,1,1
