index,cluster,true_label,mapped_label
0,5,1,4
1,0,4,5
2,0,5,5
3,2,6,2
4,1,3,6
5,0,6,5
6,3,2,3
7,4,3,1
8,0,5,5
9,1,3,6
10,4,1,1
11,0,6,5
12,0,4,5
13,4,1,1
14,5,2,4
15,0,5,5
16,2,3,2
17,0,5,5
18,1,1,6
19,5,2,4
20,3,1,3
21,0,5,5
22,0,5,5
23,1,2,6
24,0,4,5
25,0,4,5
26,5,2,4
27,0,6,5
28,2,4,2
29,4,1,1
30,0,4,5
31,5,1,4
32,0,5,5
33,1,1,6
34,2,1,2
35,1,1,6
36,1,1,6
37,5,2,4
38,4,1,1
39,3,2,3
40,5,1,4
41,0,5,5
42,5,3,4
43,5,2,4
44,4,3,1
45,3,2,3
46,0,4,5
47,5,1,4
48,0,5,5
49,0,5,5
50,0,5,5
51,0,6,5
52,5,1,4
53,4,1,1
54,2,3,2
55,2,1,2
56,0,5,5
57,2,3,2
58,0,6,5
59,5,2,4
60,5,2,4
61,2,6,2
62,3,2,3
63,0,4,5
64,4,3,1
65,0,5,5
66,5,1,4
67,0,5,5
68,1,1,6
69,3,2,3
70,0,6,5
71,0,5,5
72,4,1,1
73,2,5,2
74,0,4,5
75,1,1,6
76,2,3,2
77,3,1,3
78,4,1,1
79,2,6,2
80,2,6,2
81,2,5,2
82,0,4,5
83,5,2,4
84,0,6,5
85,1,2,6
86,0,6,5
87,0,5,5
88,0,4,5
89,0,4,5
90,5,1,4
91,0,4,5
92,5,1,4
93,2,1,2
94,1,2,6
95,0,5,5
96,4,1,1
97,0,6,5
98,0,6,5
99,0,5,5
100,5,1,4
101,2,4,2
102,0,3,5
103,1,1,6
104,0,5,5
105,3,1,3
106,0,6,5
107,1,2,6
108,3,2,3
109,2,5,2
110,0,4,5
111,2,1,2
112,3,2,3
113,3,1,3
114,4,3,1
115,4,1,1
116,2,5,2
117,0,4,5
118,0,6,5
119,0,5,5
120,1,3,6
121,0,5,5
122,0,3,5
123,2,6,2
124,0,6,5
125,2,4,2
126,4,3,1
127,4,3,1
128,4,3,1
129,5,1,4
130,2,4,2
131,2,6,2
132,1,1,6
133,3,2,3
134,2,6,2
135,1,2,6
136,0,4,5
137,0,4,5
138,0,4,5
139,5,1,4
140,0,5,5
141,1,1,6
142,3,2,3
143,5,1,4
144,4,1,1
145,5,1,4
146,0,5,5
147,0,4,5
148,1,2,6
149,3,1,3
150,5,2,4
151,4,3,1
152,1,2,6
153,1,1,6
154,1,1,6
155,4,3,1
156,2,4,2
157,2,3,2
158,5,3,4
159,0,6,5
160,0,6,5
161,1,1,6
162,2,1,2
163,3,2,3
164,1,2,6
165,0,5,5
166,0,5,5
167,2,1,2
168,0,5,5
169,0,3,5
170,2,3,2
171,4,3,1
172,0,4,5
173,3,2,3
174,2,3,2
175,0,6,5
176,0,5,5
177,0,6,5
178,2,1,2
179,0,4,5
180,4,1,1
181,0,5,5
182,1,1,6
183,3,2,3
184,2,6,2
185,5,2,4
186,0,6,5
187,5,2,4
188,2,1,2
189,3,2,3
190,0,5,5
191,3,1,3
192,0,5,5
193,3,2,3
194,0,6,5
195,0,6,5
196,5,1,4
197,1,1,6
198,0,6,5
199,0,4,5
200,3,1,3
201,0,5,5
202,0,6,5
203,2,6,2
204,2,3,2
205,2,3,2
206,0,4,5
207,3,1,3
208,0,4,5
209,0,6,5
210,1,1,6
211,0,6,5
212,0,6,5
213,0,6,5
214,2,1,2
215,3,2,3
216,1,2,6
217,4,3,1
218,0,5,5
219,3,2,3
220,0,5,5
221,4,3,1
222,1,3,6
223,3,1,3
224,3,1,3
225,5,1,4
226,0,4,5
227,3,1,3
228,4,1,1
229,4,3,1
230,4,1,1
231,2,1,2
232,4,3,1
233,3,3,3
234,3,1,3
235,0,6,5
236,3,1,3
237,0,4,5
238,0,5,5
239,4,1,1
240,0,4,5
241,5,1,4
242,0,3,5
243,2,6,2
244,3,2,3
245,5,1,4
246,0,5,5
247,1,3,6
248,0,5,5
249,4,3,1
250,4,3,1
251,2,4,2
252,3,3,3
253,5,2,4
254,0,4,5
255,2,1,2
256,1,2,6
257,0,4,5
258,5,1,4
259,2,1,2
260,0,5,5
261,2,1,2
262,2,3,2
263,0,6,5
264,0,4,5
265,0,6,5
266,0,4,5
267,3,2,3
268,0,4,5
269,2,6,2
270,3,2,3
271,0,4,5
272,3,1,3
273,0,5,5
274,3,2,3
275,5,1,4
276,1,1,6
