index,cluster,true_label,mapped_label
0,3,5,4
1,2,1,5
2,1,6,1
3,2,1,5
4,0,6,6
5,4,3,2
6,4,4,2
7,2,1,5
8,4,3,2
9,5,5,3
10,5,4,3
11,5,6,3
12,5,2,3
13,0,5,6
14,3,5,4
15,0,6,6
16,4,2,2
17,5,6,3
18,4,6,2
19,2,1,5
20,3,4,4
21,0,5,6
22,1,6,1
23,1,6,1
24,3,5,4
25,2,1,5
26,1,6,1
27,5,6,3
28,2,1,5
29,1,6,1
30,1,6,1
31,2,1,5
32,2,1,5
33,2,1,5
34,3,5,4
35,2,1,5
36,5,4,3
37,2,1,5
38,4,5,2
39,5,2,3
40,0,3,6
41,4,4,2
42,5,5,3
43,2,1,5
44,2,1,5
45,4,4,2
46,2,1,5
47,4,3,2
48,0,5,6
49,2,1,5
50,1,2,1
51,3,5,4
52,3,6,4
53,3,5,4
54,4,4,2
55,2,1,5
56,2,1,5
57,0,2,6
58,2,1,5
59,2,1,5
60,2,1,5
61,0,2,6
62,5,5,3
63,2,1,5
64,2,1,5
65,5,3,3
66,2,1,5
67,4,3,2
68,2,1,5
69,4,5,2
70,2,1,5
71,2,1,5
72,4,6,2
73,4,3,2
74,3,2,4
75,5,2,3
76,5,6,3
77,0,5,6
78,3,6,4
79,5,2,3
80,2,1,5
81,2,1,5
82,3,2,4
83,2,1,5
84,5,3,3
85,4,5,2
86,1,3,1
87,1,5,1
88,2,1,5
89,0,6,6
90,3,4,4
91,5,2,3
92,1,3,1
93,3,2,4
94,5,2,3
95,2,1,5
96,5,6,3
97,4,3,2
98,4,4,2
99,3,4,4
100,5,2,3
101,2,1,5
102,2,1,5
103,3,2,4
104,4,6,2
105,5,6,3
106,5,4,3
107,3,4,4
108,0,2,6
109,3,1,4
110,4,1,2
111,4,6,2
112,4,4,2
113,3,2,4
114,3,4,4
115,4,6,2
116,4,6,2
117,4,4,2
118,0,2,6
119,1,6,1
120,2,1,5
121,5,5,3
122,4,2,2
123,3,2,4
124,3,5,4
125,2,1,5
126,2,1,5
127,2,1,5
128,4,3,2
129,4,4,2
130,0,2,6
131,1,4,1
132,1,3,1
133,2,1,5
134,2,1,5
135,5,5,3
136,2,1,5
137,4,4,2
