index,cluster,true_label,mapped_label
0,5,5,5
1,1,1,3
2,0,6,1
3,1,1,3
4,5,6,5
5,1,3,3
6,2,4,2
7,1,1,3
8,2,3,2
9,4,5,4
10,3,4,6
11,0,6,1
12,3,2,6
13,0,5,1
14,5,5,5
15,3,6,6
16,3,2,6
17,4,6,4
18,5,6,5
19,1,1,3
20,5,4,5
21,5,5,5
22,2,6,2
23,1,6,3
24,5,5,5
25,1,1,3
26,4,6,4
27,4,6,4
28,1,1,3
29,0,6,1
30,4,6,4
31,1,1,3
32,1,1,3
33,1,1,3
34,4,5,4
35,1,1,3
36,4,4,4
37,1,1,3
38,0,5,1
39,3,2,6
40,4,3,4
41,1,4,3
42,4,5,4
43,1,1,3
44,1,1,3
45,5,4,5
46,1,1,3
47,2,3,2
48,2,5,2
49,1,1,3
50,3,2,6
51,5,5,5
52,0,6,1
53,3,5,6
54,5,4,5
55,1,1,3
56,1,1,3
57,3,2,6
58,1,1,3
59,1,1,3
60,1,1,3
61,3,2,6
62,0,5,1
63,1,1,3
64,1,1,3
65,1,3,3
66,1,1,3
67,2,3,2
68,1,1,3
69,5,5,5
70,1,1,3
71,1,1,3
72,5,6,5
73,2,3,2
74,3,2,6
75,3,2,6
76,5,6,5
77,5,5,5
78,0,6,1
79,3,2,6
80,1,1,3
81,1,1,3
82,3,2,6
83,1,1,3
84,4,3,4
85,5,5,5
86,2,3,2
87,3,5,6
88,1,1,3
89,4,6,4
90,0,4,1
91,3,2,6
92,2,3,2
93,3,2,6
94,3,2,6
95,1,1,3
96,0,6,1
97,2,3,2
98,5,4,5
99,5,4,5
100,3,2,6
101,1,1,3
102,1,1,3
103,3,2,6
104,5,6,5
105,0,6,1
106,1,4,3
107,2,4,2
108,3,2,6
109,1,1,3
110,1,1,3
111,3,6,6
112,5,4,5
113,3,2,6
114,4,4,4
115,5,6,5
116,5,6,5
117,5,4,5
118,3,2,6
119,0,6,1
120,1,1,3
121,5,5,5
122,3,2,6
123,3,2,6
124,4,5,4
125,1,1,3
126,1,1,3
127,1,1,3
128,4,3,4
129,2,4,2
130,3,2,6
131,5,4,5
132,4,3,4
133,1,1,3
134,1,1,3
135,0,5,1
136,1,1,3
137,5,4,5
