index,cluster,true_label,mapped_label
0,3,1,1
1,5,4,4
2,5,5,4
3,0,6,3
4,4,3,6
5,5,6,4
6,2,2,2
7,1,3,5
8,0,5,3
9,4,3,6
10,2,1,2
11,0,6,3
12,0,4,3
13,2,1,2
14,3,2,1
15,0,5,3
16,1,3,5
17,0,5,3
18,4,1,6
19,3,2,1
20,3,1,1
21,0,5,3
22,0,5,3
23,4,2,6
24,5,4,4
25,0,4,3
26,3,2,1
27,5,6,4
28,0,4,3
29,2,1,2
30,0,4,3
31,3,1,1
32,0,5,3
33,4,1,6
34,2,1,2
35,4,1,6
36,4,1,6
37,3,2,1
38,2,1,2
39,3,2,1
40,3,1,1
41,0,5,3
42,0,3,3
43,4,2,6
44,1,3,5
45,3,2,1
46,0,4,3
47,3,1,1
48,5,5,4
49,0,5,3
50,5,5,4
51,0,6,3
52,3,1,1
53,2,1,2
54,4,3,6
55,4,1,6
56,5,5,4
57,4,3,6
58,0,6,3
59,3,2,1
60,3,2,1
61,5,6,4
62,3,2,1
63,5,4,4
64,1,3,5
65,5,5,4
66,3,1,1
67,0,5,3
68,4,1,6
69,3,2,1
70,0,6,3
71,5,5,4
72,2,1,2
73,0,5,3
74,0,4,3
75,4,1,6
76,1,3,5
77,3,1,1
78,2,1,2
79,5,6,4
80,5,6,4
81,0,5,3
82,5,4,4
83,3,2,1
84,5,6,4
85,4,2,6
86,0,6,3
87,5,5,4
88,5,4,4
89,0,4,3
90,3,1,1
91,5,4,4
92,3,1,1
93,2,1,2
94,4,2,6
95,0,5,3
96,2,1,2
97,0,6,3
98,0,6,3
99,5,5,4
100,3,1,1
101,0,4,3
102,0,3,3
103,4,1,6
104,0,5,3
105,3,1,1
106,0,6,3
107,4,2,6
108,3,2,1
109,0,5,3
110,5,4,4
111,4,1,6
112,3,2,1
113,2,1,2
114,1,3,5
115,2,1,2
116,5,5,4
117,5,4,4
118,5,6,4
119,5,5,4
120,4,3,6
121,5,5,4
122,1,3,5
123,5,6,4
124,0,6,3
125,0,4,3
126,1,3,5
127,1,3,5
128,1,3,5
129,4,1,6
130,5,4,4
131,5,6,4
132,4,1,6
133,3,2,1
134,5,6,4
135,4,2,6
136,0,4,3
137,0,4,3
138,0,4,3
139,3,1,1
140,0,5,3
141,4,1,6
142,3,2,1
143,3,1,1
144,2,1,2
145,3,1,1
146,0,5,3
147,5,4,4
148,4,2,6
149,2,1,2
150,3,2,1
151,1,3,5
152,4,2,6
153,4,1,6
154,4,1,6
155,1,3,5
156,5,4,4
157,4,3,6
158,0,3,3
159,0,6,3
160,5,6,4
161,4,1,6
162,4,1,6
163,3,2,1
164,4,2,6
165,5,5,4
166,0,5,3
167,2,1,2
168,0,5,3
169,1,3,5
170,4,3,6
171,1,3,5
172,0,4,3
173,3,2,1
174,4,3,6
175,5,6,4
176,1,5,5
177,5,6,4
178,4,1,6
179,5,4,4
180,2,1,2
181,0,5,3
182,4,1,6
183,3,2,1
184,5,6,4
185,3,2,1
186,0,6,3
187,3,2,1
188,2,1,2
189,3,2,1
190,0,5,3
191,3,1,1
192,5,5,4
193,3,2,1
194,0,6,3
195,0,6,3
196,3,1,1
197,4,1,6
198,0,6,3
199,0,4,3
200,3,1,1
201,0,5,3
202,0,6,3
203,5,6,4
204,2,3,2
205,4,3,6
206,0,4,3
207,3,1,1
208,0,4,3
209,5,6,4
210,4,1,6
211,0,6,3
212,0,6,3
213,5,6,4
214,2,1,2
215,3,2,1
216,4,2,6
217,1,3,5
218,0,5,3
219,3,2,1
220,0,5,3
221,1,3,5
222,4,3,6
223,3,1,1
224,3,1,1
225,3,1,1
226,0,4,3
227,3,1,1
228,2,1,2
229,1,3,5
230,2,1,2
231,2,1,2
232,1,3,5
233,1,3,5
234,3,1,1
235,5,6,4
236,3,1,1
237,5,4,4
238,0,5,3
239,2,1,2
240,0,4,3
241,4,1,6
242,4,3,6
243,0,6,3
244,3,2,1
245,3,1,1
246,5,5,4
247,4,3,6
248,5,5,4
249,1,3,5
250,1,3,5
251,5,4,4
252,1,3,5
253,3,2,1
254,0,4,3
255,4,1,6
256,4,2,6
257,5,4,4
258,3,1,1
259,4,1,6
260,0,5,3
261,4,1,6
262,4,3,6
263,0,6,3
264,0,4,3
265,0,6,3
266,0,4,3
267,3,2,1
268,0,4,3
269,5,6,4
270,3,2,1
271,5,4,4
272,2,1,2
273,5,5,4
274,3,2,1
275,4,1,6
276,4,1,6
