index,cluster,true_label,mapped_label
0,4,1,3
1,4,4,3
2,0,5,2
3,1,6,6
4,5,3,4
5,2,6,5
6,1,2,6
7,2,3,5
8,4,5,3
9,5,3,4
10,4,1,3
11,3,6,1
12,0,4,2
13,4,1,3
14,1,2,6
15,2,5,5
16,5,3,4
17,2,5,5
18,4,1,3
19,1,2,6
20,4,1,3
21,0,5,2
22,0,5,2
23,1,2,6
24,3,4,1
25,0,4,2
26,1,2,6
27,2,6,5
28,0,4,2
29,4,1,3
30,0,4,2
31,4,1,3
32,3,5,1
33,4,1,3
34,4,1,3
35,1,1,6
36,4,1,3
37,1,2,6
38,4,1,3
39,1,2,6
40,4,1,3
41,3,5,1
42,5,3,4
43,1,2,6
44,5,3,4
45,1,2,6
46,4,4,3
47,4,1,3
48,3,5,1
49,3,5,1
50,3,5,1
51,3,6,1
52,4,1,3
53,4,1,3
54,5,3,4
55,4,1,3
56,5,5,4
57,5,3,4
58,3,6,1
59,1,2,6
60,1,2,6
61,2,6,5
62,1,2,6
63,3,4,1
64,5,3,4
65,3,5,1
66,4,1,3
67,0,5,2
68,4,1,3
69,1,2,6
70,2,6,5
71,0,5,2
72,4,1,3
73,0,5,2
74,3,4,1
75,4,1,3
76,5,3,4
77,4,1,3
78,4,1,3
79,2,6,5
80,2,6,5
81,1,5,6
82,4,4,3
83,1,2,6
84,2,6,5
85,1,2,6
86,3,6,1
87,3,5,1
88,3,4,1
89,3,4,1
90,4,1,3
91,0,4,2
92,4,1,3
93,4,1,3
94,1,2,6
95,0,5,2
96,4,1,3
97,0,6,2
98,3,6,1
99,3,5,1
100,4,1,3
101,2,4,5
102,5,3,4
103,4,1,3
104,3,5,1
105,4,1,3
106,3,6,1
107,1,2,6
108,1,2,6
109,2,5,5
110,4,4,3
111,4,1,3
112,1,2,6
113,4,1,3
114,5,3,4
115,4,1,3
116,2,5,5
117,0,4,2
118,3,6,1
119,5,5,4
120,5,3,4
121,3,5,1
122,5,3,4
123,2,6,5
124,2,6,5
125,0,4,2
126,5,3,4
127,5,3,4
128,5,3,4
129,4,1,3
130,0,4,2
131,0,6,2
132,4,1,3
133,1,2,6
134,2,6,5
135,1,2,6
136,2,4,5
137,3,4,1
138,0,4,2
139,4,1,3
140,2,5,5
141,4,1,3
142,1,2,6
143,4,1,3
144,4,1,3
145,4,1,3
146,0,5,2
147,0,4,2
148,1,2,6
149,4,1,3
150,1,2,6
151,5,3,4
152,1,2,6
153,4,1,3
154,4,1,3
155,5,3,4
156,3,4,1
157,5,3,4
158,5,3,4
159,5,6,4
160,3,6,1
161,4,1,3
162,4,1,3
163,1,2,6
164,1,2,6
165,0,5,2
166,2,5,5
167,4,1,3
168,3,5,1
169,5,3,4
170,5,3,4
171,5,3,4
172,0,4,2
173,1,2,6
174,0,3,2
175,3,6,1
176,0,5,2
177,0,6,2
178,4,1,3
179,2,4,5
180,4,1,3
181,3,5,1
182,4,1,3
183,1,2,6
184,2,6,5
185,1,2,6
186,1,6,6
187,1,2,6
188,4,1,3
189,1,2,6
190,3,5,1
191,4,1,3
192,0,5,2
193,1,2,6
194,3,6,1
195,2,6,5
196,4,1,3
197,4,1,3
198,0,6,2
199,5,4,4
200,4,1,3
201,4,5,3
202,3,6,1
203,2,6,5
204,1,3,6
205,5,3,4
206,1,4,6
207,4,1,3
208,4,4,3
209,2,6,5
210,4,1,3
211,2,6,5
212,0,6,2
213,2,6,5
214,4,1,3
215,1,2,6
216,1,2,6
217,0,3,2
218,3,5,1
219,1,2,6
220,2,5,5
221,5,3,4
222,5,3,4
223,4,1,3
224,4,1,3
225,4,1,3
226,3,4,1
227,4,1,3
228,4,1,3
229,4,3,3
230,4,1,3
231,4,1,3
232,0,3,2
233,5,3,4
234,4,1,3
235,2,6,5
236,4,1,3
237,4,4,3
238,2,5,5
239,4,1,3
240,0,4,2
241,4,1,3
242,5,3,4
243,2,6,5
244,1,2,6
245,4,1,3
246,3,5,1
247,5,3,4
248,0,5,2
249,0,3,2
250,5,3,4
251,2,4,5
252,5,3,4
253,1,2,6
254,3,4,1
255,4,1,3
256,1,2,6
257,3,4,1
258,4,1,3
259,4,1,3
260,3,5,1
261,4,1,3
262,5,3,4
263,3,6,1
264,0,4,2
265,3,6,1
266,0,4,2
267,1,2,6
268,3,4,1
269,2,6,5
270,1,2,6
271,1,4,6
272,4,1,3
273,3,5,1
274,1,2,6
275,4,1,3
276,4,1,3
