index,cluster,true_label,mapped_label
0,3,1,1
1,0,4,2
2,0,5,2
3,0,6,2
4,1,3,3
5,0,6,2
6,0,2,2
7,1,3,3
8,0,5,2
9,3,3,1
10,2,1,4
11,0,6,2
12,0,4,2
13,2,1,4
14,0,2,2
15,0,5,2
16,1,3,3
17,0,5,2
18,2,1,4
19,0,2,2
20,2,1,4
21,0,5,2
22,0,5,2
23,0,2,2
24,0,4,2
25,0,4,2
26,0,2,2
27,0,6,2
28,0,4,2
29,3,1,1
30,0,4,2
31,3,1,1
32,0,5,2
33,3,1,1
34,3,1,1
35,0,1,2
36,2,1,4
37,0,2,2
38,3,1,1
39,0,2,2
40,3,1,1
41,0,5,2
42,1,3,3
43,0,2,2
44,1,3,3
45,0,2,2
46,0,4,2
47,3,1,1
48,0,5,2
49,0,5,2
50,0,5,2
51,0,6,2
52,3,1,1
53,2,1,4
54,1,3,3
55,3,1,1
56,0,5,2
57,1,3,3
58,0,6,2
59,0,2,2
60,0,2,2
61,0,6,2
62,0,2,2
63,0,4,2
64,1,3,3
65,0,5,2
66,3,1,1
67,0,5,2
68,3,1,1
69,0,2,2
70,0,6,2
71,0,5,2
72,3,1,1
73,0,5,2
74,0,4,2
75,3,1,1
76,1,3,3
77,2,1,4
78,3,1,1
79,0,6,2
80,0,6,2
81,0,5,2
82,0,4,2
83,0,2,2
84,0,6,2
85,0,2,2
86,0,6,2
87,0,5,2
88,0,4,2
89,0,4,2
90,2,1,4
91,0,4,2
92,3,1,1
93,3,1,1
94,0,2,2
95,0,5,2
96,2,1,4
97,0,6,2
98,0,6,2
99,0,5,2
100,3,1,1
101,0,4,2
102,1,3,3
103,2,1,4
104,0,5,2
105,3,1,1
106,0,6,2
107,0,2,2
108,0,2,2
109,0,5,2
110,0,4,2
111,3,1,1
112,0,2,2
113,3,1,1
114,1,3,3
115,3,1,1
116,0,5,2
117,0,4,2
118,0,6,2
119,0,5,2
120,1,3,3
121,0,5,2
122,1,3,3
123,0,6,2
124,0,6,2
125,0,4,2
126,1,3,3
127,1,3,3
128,1,3,3
129,3,1,1
130,0,4,2
131,0,6,2
132,3,1,1
133,0,2,2
134,0,6,2
135,0,2,2
136,0,4,2
137,0,4,2
138,0,4,2
139,3,1,1
140,0,5,2
141,2,1,4
142,0,2,2
143,2,1,4
144,3,1,1
145,3,1,1
146,0,5,2
147,0,4,2
148,0,2,2
149,3,1,1
150,0,2,2
151,0,2,2
152,2,1,4
153,2,1,4
154,1,3,3
155,0,4,2
156,1,3,3
157,1,3,3
158,0,6,2
159,0,6,2
160,2,1,4
161,2,1,4
162,0,2,2
163,0,2,2
164,0,5,2
165,0,5,2
166,3,1,1
167,0,5,2
168,1,3,3
169,1,3,3
170,1,3,3
171,0,4,2
172,0,2,2
173,0,6,2
174,0,5,2
175,0,6,2
176,3,1,1
177,0,4,2
178,3,1,1
179,0,5,2
180,3,1,1
181,0,2,2
182,0,6,2
183,0,2,2
184,0,6,2
185,0,2,2
186,3,1,1
187,0,2,2
188,0,5,2
189,2,1,4
190,0,5,2
191,0,2,2
192,0,6,2
193,0,6,2
194,3,1,1
195,3,1,1
196,0,6,2
197,0,4,2
198,3,1,1
199,0,5,2
200,0,6,2
201,0,6,2
202,1,3,3
203,1,3,3
204,0,4,2
205,2,1,4
206,0,4,2
207,0,6,2
208,3,1,1
209,0,6,2
210,0,6,2
211,0,6,2
212,2,1,4
213,0,2,2
214,0,2,2
215,0,3,2
216,0,5,2
217,0,2,2
218,0,5,2
219,1,3,3
220,1,3,3
221,3,1,1
222,3,1,1
223,3,1,1
224,0,4,2
225,3,1,1
226,2,1,4
227,1,3,3
228,2,1,4
229,2,1,4
230,1,3,3
231,1,3,3
232,3,1,1
233,0,6,2
234,3,1,1
235,0,4,2
236,0,5,2
237,3,1,1
238,0,4,2
239,2,1,4
240,1,3,3
241,0,6,2
242,0,2,2
243,3,1,1
244,0,5,2
245,1,3,3
246,0,5,2
247,0,3,2
248,1,3,3
249,0,4,2
250,1,3,3
251,0,2,2
252,0,4,2
253,3,1,1
254,0,2,2
255,0,4,2
256,3,1,1
257,3,1,1
258,0,5,2
259,1,3,3
260,0,6,2
261,0,4,2
262,0,6,2
263,0,4,2
264,0,2,2
265,0,4,2
266,0,6,2
267,0,2,2
268,0,4,2
269,3,1,1
270,0,5,2
271,0,2,2
272,3,1,1
273,2,1,4
